,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,202.741,3.613,-3.868,2.4226994686232e-10,5.12150231854232e-11,-5.12207002756223e-11
1,222.504,9.217,-8.334,2.66713743436279e-10,5.98022852328146e-11,-5.98022852328146e-11
2,248.816,12.993,-17.095,1.52145437443169e-10,3.35938869446385e-11,-3.35938869446385e-11
3,281.948,14.964,-20.139,1.22315117892636e-10,2.75006574279713e-11,-2.75006574279713e-11
4,310.932,16.067,-14.021,1.45697569333693e-10,3.20857907787966e-11,-3.20857907787966e-11
5,345.03,19.578,-18.031,1.26452846554488e-10,2.77023181855714e-11,-2.77023181855714e-11
6,377.655,12.027,-13.046,2.11197242479429e-10,4.51394415864391e-11,-4.51394415864391e-11
7,406.551,10.712,-16.869,1.73277247556692e-10,3.88520402988e-11,-3.88520402988e-11
8,436.077,16.288,-18.814,1.31394665487982e-10,2.95420478671126e-11,-2.95420478671126e-11
9,473.21,14.257,-20.845,1.42340584809333e-10,3.10612699708115e-11,-3.10612699708115e-11
10,512.614,19.985,-25.147,1.13752134062153e-10,2.56457909140676e-11,-2.56457909140676e-11
11,559.366,18.364,-26.768,1.26111134457522e-10,2.70548577105503e-11,-2.70548577105503e-11
12,601.445,16.402,-23.715,1.24087391413346e-10,2.72196343697989e-11,-2.72196343697989e-11
13,646.079,29.436,-28.232,8.09618942412947e-11,1.79947913339945e-11,-1.79947913339945e-11
14,694.384,16.234,-18.869,1.38179707762072e-10,3.09825148088798e-11,-3.09825148088798e-11
15,727.834,17.886,-17.216,1.4209430110729e-10,3.19476848946982e-11,-3.19476848946982e-11
16,766.181,22.164,-20.461,1.18289184022116e-10,2.60157444057958e-11,-2.60157444057958e-11
17,819.587,31.44,-31.243,7.17706739679165e-11,1.61809253420579e-11,-1.61809253420579e-11
18,874.284,19.367,-23.257,1.12480081578788e-10,2.53589947155869e-11,-2.53589947155869e-11
19,919.447,24.35,-25.796,1.03959801316928e-10,2.3470377837129e-11,-2.3470377837129e-11
20,965.034,21.388,-21.236,1.21995263512346e-10,2.74664309310734e-11,-2.74664309310734e-11
21,1011.899,22.161,-25.477,1.04996042246774e-10,2.36067241492798e-11,-2.36067241492798e-11
22,1063.511,23.203,-29.45,9.41445588414382e-11,2.11960350687923e-11,-2.11960350687923e-11
23,1118.317,31.08,-31.603,8.10220694430511e-11,1.82165502739963e-11,-1.82165502739963e-11
24,1182.197,34.898,-32.8,7.8167972881497e-11,1.71244315642663e-11,-1.71244315642663e-11
25,1259.417,30.39,-42.322,6.1513861320098e-11,1.37737203722875e-11,-1.37737203722875e-11
26,1319.382,40.629,-29.575,5.9230997643748e-11,1.33171703302759e-11,-1.33171703302759e-11
27,1382.608,35.072,-22.596,7.79795255848095e-11,1.76049585121137e-11,-1.76049585121137e-11
28,1463.792,61.696,-46.113,8.99703256478274e-11,1.44472384530361e-11,-1.44472384530361e-11
29,11567.8,70.058,-97.932,8.30233465771502e-12,1.86942633375616e-12,-1.86942633375616e-12
30,11739.307,66.541,-101.449,6.27315439638442e-12,1.63230200842973e-12,-1.63230200842973e-12
31,11895.934,55.337,-90.087,9.61249548639031e-12,2.16948434291837e-12,-2.16948434291837e-12
32,12306.342,760.511,-355.071,8.95547709813703e-12,1.52452780574804e-12,-1.52452780574804e-12
33,16473.189,121.293,-119.409,4.56174104248464e-12,1.19350173913742e-12,-1.19350173913742e-12
34,16666.139,78.782,-71.657,9.71248327602379e-12,2.18335155093447e-12,-2.18335155093447e-12
35,16833.702,84.223,-88.781,6.19056431068908e-12,1.609774990288e-12,-1.609774990288e-12
36,17027.501,85.995,-109.576,6.05912314398242e-12,1.48409710268752e-12,-1.48409710268752e-12
37,17219.685,134.513,-106.189,5.70690546069449e-12,1.28388123730945e-12,-1.28388123730945e-12
38,17459.511,110.316,-105.313,6.33018764299719e-12,1.42627363121456e-12,-1.42627363121456e-12
39,17704.238,171.474,-134.411,5.13577988902724e-12,1.08013072768683e-12,-1.08013072768683e-12
40,22262.897,98.729,-111.885,7.18463740299682e-12,1.61209990705635e-12,-1.61209990705635e-12
41,22458.278,88.89,-96.651,6.08123108541561e-12,1.57889040337791e-12,-1.57889040337791e-12
42,22681.24,104.122,-134.072,4.78193611690036e-12,1.24616473375335e-12,-1.24616473375335e-12
43,23045.341,221.426,-259.979,2.31464118795096e-12,6.140316582418e-13,-6.140316582418e-13
44,23425.67,209.665,-158.903,4.95391476193703e-12,1.02179794412459e-12,-1.02179794412459e-12
45,28483.535,493.41,-532.938,3.13337393299248e-12,6.47733476419306e-13,-6.47733476419306e-13
46,39797.558,158.954,-309.913,2.17324214595573e-12,5.80887769339475e-13,-5.80887769339475e-13
47,40096.968,160.418,-140.456,4.15571046882111e-12,9.93594696648457e-13,-9.93594696648457e-13
48,52168.9,10591.286,-6915.748,1.1008474042454e-12,2.91540023357342e-13,-2.91540023357342e-13
49,64832.399,3923.809,-2072.213,1.37999746352158e-12,3.00318899365988e-13,-3.00318899365988e-13
50,77525.968,9349.3,-3296.942,7.45527656657708e-13,1.82763800668724e-13,-1.82763800668724e-13
51,98817.411,299.063,-182.339,1.43673624445864e-12,8.93548032566546e-13,-6.35700714646783e-13
