,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,1004.114,49.515,-38.241,1.27871431028082e-11,2.87321899628904e-12,-2.87321899628904e-12
1,1107.314,59.144,-53.685,9.96746639758635e-12,2.25336594517006e-12,-2.25336594517006e-12
2,1216.044,50.707,-49.586,1.19424314621319e-11,2.61813821281993e-12,-2.61813821281993e-12
3,1379.875,84.952,-113.125,5.67099191720889e-12,1.29794926713587e-12,-1.29794926713587e-12
4,1543.304,97.033,-78.476,7.18906663092807e-12,1.54291213717385e-12,-1.54291213717385e-12
5,5612.186,156.479,-109.296,3.28970106593845e-12,8.62035350658656e-13,-8.62035350658656e-13
6,5888.852,82.905,-120.187,4.30808994320537e-12,1.12649994996999e-12,-1.12649994996999e-12
7,6094.252,120.715,-122.494,3.67799855571622e-12,9.68932919187702e-13,-9.68932919187702e-13
8,6310.484,112.589,-95.518,4.51525850416771e-12,1.17320640819696e-12,-1.17320640819696e-12
9,6545.804,110.449,-122.731,4.16394740139494e-12,1.08880920257878e-12,-1.08880920257878e-12
10,6954.435,424.398,-298.182,4.46079523828407e-12,7.85120416402055e-13,-7.85120416402055e-13
11,14217.071,4528.538,-1762.618,1.57819234236396e-12,3.44317089702575e-13,-3.44317089702575e-13
12,53520.902,16995.179,-8546.499,3.39132213567437e-13,9.04913731375582e-14,-9.04913731375582e-14
13,78415.038,14877.139,-4561.188,4.06637209699958e-13,1.06673759044199e-13,-1.06673759044199e-13
