,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,4277.772,31.504,-46.223,2.68463798071865e-11,6.02206626985072e-12,-6.02206626985072e-12
1,4342.703,36.777,-33.427,2.87681101322986e-11,6.45997308434098e-12,-6.45997308434098e-12
2,4413.641,38.552,-34.16,2.72397867149649e-11,6.09742841603936e-12,-6.09742841603936e-12
3,4498.868,28.544,-46.675,2.73822838666163e-11,5.84912863688237e-12,-5.84912863688237e-12
4,4588.409,34.281,-60.997,1.42919148221387e-11,3.2127771500694e-12,-3.2127771500694e-12
5,4661.145,29.242,-38.455,1.73013985358854e-11,3.79106248900401e-12,-3.79106248900401e-12
6,4737.533,45.625,-47.146,2.0413043174768e-11,4.4769535546122e-12,-4.4769535546122e-12
7,4813.457,29.876,-30.299,2.92206110952592e-11,6.56853338817598e-12,-6.56853338817598e-12
8,4880.915,25.101,-37.582,2.82055768018218e-11,6.33365228646538e-12,-6.33365228646538e-12
9,4948.485,27.735,-42.47,2.42847352027756e-11,5.4589891286169e-12,-5.4589891286169e-12
10,5011.617,57.374,-35.397,1.84241743186271e-11,4.12847273838493e-12,-4.12847273838493e-12
11,5096.919,29.739,-27.929,2.07214175700604e-11,4.66329059670758e-12,-4.66329059670758e-12
12,5164.531,29.826,-37.872,1.45104261872857e-11,3.16969305547731e-12,-3.16969305547731e-12
13,5225.426,29.105,-31.07,1.86454337238033e-11,4.19631375768173e-12,-4.19631375768173e-12
14,5299.495,37.778,-44.964,2.04182966601613e-11,4.5995938406995e-12,-4.5995938406995e-12
15,5380.952,51.598,-43.68,1.7630297177549e-11,3.97154704172432e-12,-3.97154704172432e-12
16,5472.112,43.18,-39.562,2.1501494807409e-11,4.83334181674637e-12,-4.83334181674637e-12
17,5557.346,28.15,-42.055,1.90903203017534e-11,4.19573289567583e-12,-4.19573289567583e-12
18,5625.068,40.661,-39.573,1.239784354996e-11,2.78124869214328e-12,-2.78124869214328e-12
19,5715.186,43.314,-49.456,1.88126028681335e-11,4.21996443394435e-12,-4.21996443394435e-12
20,5813.044,55.778,-54.544,1.6658677321675e-11,3.66093597464018e-12,-3.66093597464018e-12
21,5914.261,44.824,-45.439,1.89771155155899e-11,4.26588621854347e-12,-4.26588621854347e-12
22,6015.059,41.811,-55.974,1.76667953783301e-11,3.96294228489253e-12,-3.96294228489253e-12
23,6097.029,20.016,-40.16,3.00795460790561e-11,6.59034782820932e-12,-6.59034782820932e-12
24,6179.909,39.936,-62.864,1.71769963623391e-11,3.84900410664683e-12,-3.84900410664683e-12
25,6260.899,56.731,-41.054,1.75368582945545e-11,3.93379538606085e-12,-3.93379538606085e-12
26,6378.758,41.672,-61.128,1.86120124926676e-11,4.08607492189504e-12,-4.08607492189504e-12
27,6455.637,24.968,-35.207,1.63538126487149e-11,3.66870337071442e-12,-3.66870337071442e-12
28,6516.816,26.472,-36.211,1.56709901881575e-11,3.51933461690704e-12,-3.51933461690704e-12
29,6578.737,29.741,-35.449,1.52563854579741e-11,3.42994256155154e-12,-3.42994256155154e-12
30,6639.577,19.046,-31.1,2.19676969789991e-11,4.70662033910438e-12,-4.70662033910438e-12
31,6732.195,68.715,-73.571,1.21486881430112e-11,2.31013406623178e-12,-2.31013406623178e-12
32,10057.489,37.645,-52.618,1.23300611393095e-11,2.78245746025195e-12,-2.78245746025195e-12
33,10134.971,52.934,-39.837,1.14381357306531e-11,2.57525689792393e-12,-2.57525689792393e-12
34,10245.257,68.013,-57.353,8.33218096472719e-12,1.86952505577428e-12,-1.86952505577428e-12
35,10364.723,63.883,-51.453,8.88730616479251e-12,1.98952960303524e-12,-1.98952960303524e-12
36,10477.216,46.669,-48.609,1.11158801593119e-11,2.43360968001585e-12,-2.43360968001585e-12
37,10603.766,50.498,-79.882,7.97188257652708e-12,1.7529279476196e-12,-1.7529279476196e-12
38,10684.202,45.282,-29.937,1.30543470939769e-11,2.92905761243169e-12,-2.92905761243169e-12
39,10780.105,37.135,-50.621,1.09869380350446e-11,2.46800711556545e-12,-2.46800711556545e-12
