time_sec,timePos_sec,timeNeg_sec,flux,flux_errPos,flux_errNeg
97.164,2.717,-2.622,8.82294305346938e-10,1.35627245710323e-10,-1.36982030897575e-10
102.181,1.596,-2.301,7.90377732931607e-10,1.45041012451372e-10,-1.45739017612556e-10
105.666,2.547,-1.889,1.00147972174882e-09,1.50188819286864e-10,-1.51028809467304e-10
110.552,1.798,-2.34,1.0136502381621e-09,1.54806871069539e-10,-1.55383566054098e-10
113.938,2.114,-1.588,7.49884771158617e-10,1.37202911729743e-10,-1.37494977380636e-10
117.988,2.196,-1.935,6.23954602322431e-10,1.17623964151105e-10,-1.17812472957447e-10
122.743,2.467,-2.559,4.64300918647694e-10,9.31110722887762e-11,-9.32214770644282e-11
127.931,2.216,-2.721,4.78723343869493e-10,9.01794648991339e-11,-9.02752245788846e-11
133.474,3.408,-3.327,3.65069027470137e-10,7.09159868610819e-11,-7.09775856123119e-11
139.225,2.108,-2.342,5.91260945370493e-10,1.11353586288578e-10,-1.11451975079133e-10
143.45,1.78,-2.118,8.26771053801972e-10,1.41856676406622e-10,-1.41985974913815e-10
147.304,2.283,-2.074,6.54337177078953e-10,1.27084045088784e-10,-1.27174033483219e-10
152.789,4.737,-3.201,3.59491172041649e-10,6.56579723875259e-11,-6.57078268460628e-11
185.681,23.865,-21.267,6.93321657207598e-11,1.49201683706923e-11,-1.49201683706923e-11
227.519,17.129,-17.974,9.00908371393082e-11,1.96867891334237e-11,-1.96867891334237e-11
278.786,38.575,-34.137,3.5226230019203e-11,7.88851112813559e-12,-7.88851112813559e-12
404.668,3497.154,-87.308,6.43589639844392e-12,1.35374141849332e-12,-1.35374141849332e-12
22148.244,16548.644,-10547.905,3.09103109020579e-13,8.98857800151072e-14,-8.98857800151072e-14
