,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
,144.418,21.660,-20.965,4.41784847193206e-11,9.8878136006282e-12,-9.8878136006282e-12
,214.966,46.390,-48.888,2.02882469132933e-11,4.46284799871592e-12,-4.46284799871592e-12
,299.746,44.351,-38.39,2.29393346993967e-11,5.17756065015164e-12,-5.17756065015164e-12
,396.683,62.751,-52.586,1.61885912155593e-11,3.67804684458385e-12,-3.67804684458385e-12
,528.437,53.855,-69.003,9.7006948362932e-12,2.14778097677585e-12,-2.14778097677585e-12
,618.333,29.150,-36.04,2.63150845622468e-11,5.90648520539925e-12,-5.90648520539925e-12
,694.318,63.487,-46.835,1.88446508018426e-11,4.24141473852756e-12,-4.24141473852756e-12
,939.045,149.722,-181.24,1.45532137101101e-11,2.37110129698712e-12,-2.37110129698712e-12
,5324.502,90.611,-120.003,5.20332439301064e-12,1.17741628888468e-12,-1.17741628888468e-12
,5523.893,119.386,-108.78,5.03662193898174e-12,1.10922650538214e-12,-1.10922650538214e-12
,5725.477,65.734,-82.198,7.44771382557004e-12,1.67775506638975e-12,-1.67775506638975e-12
,5949.540,132.519,-158.33,2.8121113307703e-12,7.42914210555479e-13,-7.42914210555479e-13
,6207.868,137.459,-125.809,3.12202021679932e-12,8.2561903176439e-13,-8.2561903176439e-13
,6445.933,112.517,-100.605,3.89893228452426e-12,1.02281995275784e-12,-1.02281995275784e-12
,6764.674,182.399,-206.224,4.35655038855085e-12,7.99219531502177e-13,-7.99219531502177e-13
,11691.521,126.280,-114.422,3.44640356421535e-12,8.94985402821494e-13,-8.94985402821494e-13
,12152.017,162.232,-334.216,1.63425711851488e-12,4.3160689594101e-13,-4.3160689594101e-13
,12559.024,221.587,-244.774,1.75665749321725e-12,4.60157783643818e-13,-4.60157783643818e-13
,13013.212,236.255,-232.602,2.35195392982782e-12,5.33477637774372e-13,-5.33477637774372e-13
,17208.773,200.484,-348.618,1.57361705450722e-12,4.15810825719622e-13,-4.15810825719622e-13
,17943.775,636.388,-534.518,1.41661902001714e-12,2.71515352197416e-13,-2.71515352197416e-13
,23242.229,330.498,-226.126,1.5476324219007e-12,4.09389021158706e-13,-4.09389021158706e-13
,24209.225,481.755,-636.497,1.21248001709443e-12,2.5549024267041e-13,-2.5549024267041e-13
,31350.414,4376.141,-2822.058,7.01813384140077e-13,1.17015411182681e-13,-1.17015411182681e-13
,52701.560,627.392,-952.207,5.86037190307079e-13,1.49246243428349e-13,-1.49246243428349e-13
,62856.565,17279.344,-4696.987,2.73834237998653e-13,7.90112332547345e-14,-7.90112332547345e-14
,215609.450,83419.165,-112295.877,8.96600153808058e-14,3.14951277286616e-14,-2.63174246049379e-14
