,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,29.8010000038665,2.76,-2.76,4.84117089156969e-09,1.12544438485949e-09,-1.12544438485949e-09
1,257.765,18.008,-27.124,1.63397862724024e-09,3.60944241475333e-10,-3.60944241475333e-10
2,293.415,14.953,-17.642,3.15454760298236e-09,5.68651476143281e-10,-5.68651476143281e-10
3,321.189,12.252,-12.822,3.87553932379392e-09,7.1160434247119e-10,-7.1160434247119e-10
4,344.424,11.583,-10.983,4.40335134163245e-09,7.98893902035863e-10,-7.98893902035863e-10
5,366.374,9.691,-10.368,5.67518487530461e-09,1.00859641313622e-09,-1.00859641313622e-09
6,394.164,14.496,-18.099,3.68540760115165e-09,6.79920834205043e-10,-6.79920834205043e-10
7,421.576,14.665,-12.916,4.33918628164837e-09,7.83636617231843e-10,-7.83636617231843e-10
8,452.518,13.811,-16.277,3.6436809006392e-09,6.67131264510295e-10,-6.67131264510295e-10
9,480.268,16.148,-13.939,3.87703537503768e-09,6.79571110153688e-10,-6.79571110153688e-10
10,512.439,19.08,-16.023,3.07605448257244e-09,5.58083978005128e-10,-5.58083978005128e-10
11,546.494,17.62,-14.975,3.2345424081393e-09,5.94472708666513e-10,-5.94472708666513e-10
12,581.316,20.407,-17.203,2.66426430055696e-09,5.08124297846118e-10,-5.08124297846118e-10
13,614.008,12.788,-12.285,4.33636063787288e-09,7.85290350006245e-10,-7.85290350006245e-10
14,643.495,20.911,-16.699,1.79891844494721e-09,4.06859469373156e-10,-4.06859469373156e-10
15,680.639,13.854,-16.234,2.38311377066509e-09,5.13368554531316e-10,-5.13368554531316e-10
16,705.465,19.116,-10.972,2.18536013736719e-09,4.93553651891491e-10,-4.93553651891491e-10
17,739.731,14.938,-15.15,3.34744667718318e-09,6.1231347694665e-10,-6.1231347694665e-10
18,768.913,13.336,-14.244,2.54687624735862e-09,5.71928517119253e-10,-5.71928517119253e-10
19,796.338,15.999,-14.088,2.52370476280872e-09,5.59009776702696e-10,-5.59009776702696e-10
20,830.721,16.718,-18.384,2.38560697941794e-09,5.25543422988152e-10,-5.25543422988152e-10
21,860.955,14.065,-13.515,3.11896044946761e-09,7.01393845702182e-10,-7.01393845702182e-10
22,893.511,21.625,-18.492,2.20517712398328e-09,4.83819140250267e-10,-4.83819140250267e-10
23,946.156,26.649,-31.019,1.28047165423265e-09,2.88364070407154e-10,-2.88364070407154e-10
24,996.3,24.144,-23.495,1.48633853467715e-09,3.29680587931865e-10,-3.29680587931865e-10
25,1049.782,25.822,-29.339,1.23042128625842e-09,2.78282966098971e-10,-2.78282966098971e-10
26,1097.105,18.617,-21.5,1.74576570728253e-09,3.83023726111286e-10,-3.83023726111286e-10
27,1138.856,21.997,-23.135,1.48350729874819e-09,3.25925605107867e-10,-3.25925605107867e-10
28,1178.427,15.021,-17.574,2.10451718586533e-09,4.62361271894416e-10,-4.62361271894416e-10
29,1218.864,17.209,-25.416,1.7898255439042e-09,4.01924734890733e-10,-4.01924734890733e-10
30,1256.563,24.641,-20.49,1.94025104793243e-09,4.36324852144075e-10,-4.36324852144075e-10
31,1306.959,26.898,-25.756,1.41709367400175e-09,3.19131416285021e-10,-3.19131416285021e-10
32,1362.257,16.732,-28.399,1.35562813045565e-09,3.05725325801287e-10,-3.05725325801287e-10
33,1418.261,35.947,-39.272,7.35626478630193e-10,1.66137881449788e-10,-1.66137881449788e-10
34,1489.268,27.622,-35.06,1.10916347333776e-09,2.39246236656426e-10,-2.39246236656426e-10
35,1539.037,22.985,-22.146,1.53816741590913e-09,3.47885478539934e-10,-3.47885478539934e-10
36,1595.762,28.943,-33.74,1.02171225616659e-09,2.32076500927078e-10,-2.32076500927078e-10
