time_sec,timePos_sec,timeNeg_sec,flux,flux_errPos,flux_errNeg
4737.387,140.767,-109.966,8.51441254034777e-12,1.9213739097964e-12,-1.9213739097964e-12
4997.688,131.198,-119.534,6.79783724657637e-12,1.55029723576547e-12,-1.55029723576547e-12
5203.153,76.173,-74.267,6.29594908045896e-12,1.42263080318474e-12,-1.42263080318474e-12
5354.599,47.586,-75.273,8.22953430601727e-12,1.81052251675479e-12,-1.81052251675479e-12
5459.119,35.837,-56.934,1.10133446294182e-11,2.41419248080545e-12,-2.41419248080545e-12
5549.435,38.292,-54.479,1.06598513303925e-11,2.38813749344484e-12,-2.38813749344484e-12
5685.117,88.145,-97.39,7.91582620707757e-12,1.45903709836504e-12,-1.45903709836504e-12
10827.816,250.329,-228.565,3.69583894099052e-12,6.39208421418511e-13,-6.39208421418511e-13
16695.035,114.078,-109.074,4.4384134480254e-12,1.01243143068146e-12,-1.01243143068146e-12
17873.718,3234.702,-1064.606,3.17559162007073e-12,5.42624759491645e-13,-5.42624759491645e-13
26666.301,230.083,-243.797,2.42707916496689e-12,5.34252621356827e-13,-5.34252621356827e-13
32258.099,307.969,-170.925,2.19218594865623e-12,4.93541572595781e-13,-4.93541572595781e-13
40584.726,3382.328,-2789.09,1.48214141489908e-12,2.9624443993049e-13,-2.9624443993049e-13
55556.192,5563.971,-6271.464,1.11356793073699e-12,2.24802553523191e-13,-2.24802553523191e-13
107615.528,5314.758,-10901.1,5.6062212315022e-13,1.47698405485283e-13,-1.47698405485283e-13
131277.807,16124.37,-7754.376,3.34614322709588e-13,7.51700486534276e-14,-7.51700486534276e-14
276699.131,66088.073,-78528.576,1.35627285046009e-13,2.93797733379948e-14,-2.93797733379948e-14
