,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,5601.202,1139.301,-748.692,8.36302878327342e-13,1.89002538613017e-13,-1.89002538613017e-13
1,11355.977,1173.86,-1438.747,7.59882223995266e-13,1.54029096410264e-13,-1.54029096410264e-13
2,17054.322,1044.45,-1279.828,7.21835452775856e-13,1.9146983696697e-13,-1.9146983696697e-13
3,22038.937,357.389,-452.473,1.06301158284014e-12,2.79997218856338e-13,-2.79997218856338e-13
4,22663.626,321.918,-267.3,1.47360483192264e-12,3.85844656463877e-13,-3.85844656463877e-13
5,23456.875,586.743,-471.331,1.08044188074569e-12,2.48406292730448e-13,-2.48406292730448e-13
6,27986.584,495.843,-624.925,7.78448772651645e-13,2.06893821485119e-13,-2.06893821485119e-13
7,29163.344,693.078,-680.917,8.38090829970112e-13,1.95439583900083e-13,-1.95439583900083e-13
8,33392.373,293.994,-250.093,1.62802136081852e-12,4.25928110432704e-13,-4.25928110432704e-13
9,34067.048,474.311,-380.681,1.04565779496967e-12,2.7284469435609e-13,-2.7284469435609e-13
10,35107.455,539.618,-566.096,1.06900894614889e-12,2.45917286471372e-13,-2.45917286471372e-13
11,39406.947,314.384,-482.941,1.08912897009145e-12,2.87598988556096e-13,-2.87598988556096e-13
12,40373.929,1057.378,-652.598,7.10403648587077e-13,1.59146060750549e-13,-1.59146060750549e-13
13,78352.453,8543.266,-9524.692,4.36990996260415e-13,8.71004146446755e-14,-8.71004146446755e-14
14,117359.234,10157.154,-13519.528,4.31162720163929e-13,8.7977034605744e-14,-8.7977034605744e-14
15,201664.948,13091.847,-11595.02,2.84669770124438e-13,6.76339814442912e-14,-6.76339814442912e-14
16,243296.108,33439.666,-23870.324,1.94968650196412e-13,4.41026251148956e-14,-4.41026251148956e-14
17,373374.53,14660.742,-15435.633,2.28306582165152e-13,6.13510329106827e-14,-6.13510329106827e-14
18,405197.475,11158.899,-12939.178,2.01359854846443e-13,5.39215087885962e-14,-5.39215087885962e-14
19,432820.901,11648.93,-12422.027,1.88205104635684e-13,4.65560980859714e-14,-4.65560980859714e-14
20,550951.152,9826.028,-25480.316,1.44733115410691e-13,3.80783141796274e-14,-3.80783141796274e-14
21,640092.645,53404.327,-63419.094,1.17150598454989e-13,3.10807140206553e-14,-3.10807140206553e-14
22,772575.591,53308.976,-56673.719,1.31113248664209e-13,3.06643408428699e-14,-3.06643408428699e-14
23,915426.867,15010.099,-25335.739,1.85967921409889e-13,4.93445779337296e-14,-4.93445779337296e-14
24,1011622.759,68269.718,-65100.981,1.01921643474205e-13,3.21581822028839e-14,-3.21581822028839e-14
25,1158569.289,19847.449,-14458.294,1.18467804988318e-13,3.28391449092025e-14,-3.28391449092025e-14
