,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,1611.677,87.285,-90.734,5.44E-12,1.41E-12,-1.41E-12
1,1822.584,89.494,-123.622,5.39E-12,1.28E-12,-1.28E-12
2,5241.867,186.913,-159.097,2.91E-12,7.54E-13,-7.54E-13
3,5597.774,177.016,-168.994,2.90E-12,7.54E-13,-7.54E-13
4,5970.164,158.159,-195.373,2.83E-12,7.37E-13,-7.37E-13
5,6285.006,189.326,-156.684,2.88E-12,7.49E-13,-7.49E-13
6,6748.442,194.759,-274.109,2.12E-12,5.56E-13,-5.56E-13
7,7334.314,323.453,-391.113,2.62E-12,5.00E-13,-5.00E-13
8,11159.82,320.026,-304.297,1.62E-12,4.23E-13,-4.23E-13
9,12001.627,694.255,-521.78,1.25E-12,2.68E-13,-2.68E-13
10,57082.638,11687.563,-4864.378,3.39E-13,7.20E-14,-7.20E-14
11,280408.452,35291.4762,-16582.2099,4.03E-14,1.28E-14,-1.28E-14
