,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,797.769,22.685,-24.954,7.08847133459303e-11,1.55976625902859e-11,-1.55976625902859e-11
1,846.941,31.18,-26.488,5.53960578354963e-11,1.24957444286299e-11,-1.24957444286299e-11
2,905.132,20.629,-27.01,6.68694927878719e-11,1.49785613198802e-11,-1.49785613198802e-11
3,953.327,32.609,-27.566,5.27424005999946e-11,1.18971511472883e-11,-1.18971511472883e-11
4,1020.733,40.422,-34.797,4.19590031571988e-11,9.53169343750598e-12,-9.53169343750598e-12
5,1100.708,45.697,-39.552,3.73668899816111e-11,8.44371576934879e-12,-8.44371576934879e-12
6,1174.014,30.059,-27.609,5.73977713885027e-11,1.26511094864709e-11,-1.26511094864709e-11
7,1254.345,52.528,-50.272,3.08583078370763e-11,6.98527506269677e-12,-6.98527506269677e-12
8,1349.062,43.06,-42.189,3.88787751020522e-11,8.56932005642992e-12,-8.56932005642992e-12
9,1435.403,39.461,-43.281,3.81933688829633e-11,8.69163682569254e-12,-8.69163682569254e-12
10,1509.925,30.129,-35.062,4.86774177347402e-11,1.09995304998389e-11,-1.09995304998389e-11
11,1580.689,34.584,-40.636,4.22916544739678e-11,9.53977034090745e-12,-9.53977034090745e-12
12,1667.622,40.423,-52.348,3.56027727468565e-11,8.05926110931506e-12,-8.05926110931506e-12
13,1744.199,29.036,-36.155,5.16112352275297e-11,1.16215773011059e-11,-1.16215773011059e-11
14,1820.677,47.836,-47.442,3.70947747435985e-11,8.45661253740818e-12,-8.45661253740818e-12
15,1897.214,38.996,-28.701,5.65310551113859e-11,1.27967108211286e-11,-1.27967108211286e-11
16,1995.558,50.963,-59.347,6.07537794090685e-11,1.06886872777791e-11,-1.06886872777791e-11
17,5241.638,35.025,-27.658,1.98743806784596e-11,4.47784097874933e-12,-4.47784097874933e-12
18,5321.615,52.832,-44.952,1.26287887316937e-11,2.85258770348138e-12,-2.85258770348138e-12
19,5601.985,122.174,-39.57,1.40687859972617e-11,3.19001101733873e-12,-3.19001101733873e-12
20,5766.599,40.301,-42.44,1.51795746977807e-11,3.40281689754102e-12,-3.40281689754102e-12
21,5829.197,22.835,-22.297,2.77474378313082e-11,6.24378700640593e-12,-6.24378700640593e-12
22,5892.108,32.636,-40.076,1.72692150512134e-11,3.87125330835623e-12,-3.87125330835623e-12
23,5962.033,20.38,-37.289,2.27117854848693e-11,4.98598397005674e-12,-4.98598397005674e-12
24,6014.474,35.637,-32.061,1.8298328212376e-11,4.11752733894219e-12,-4.11752733894219e-12
25,6080.299,35.001,-30.189,1.8841105414537e-11,4.23966426473925e-12,-4.23966426473925e-12
26,6161.361,59.247,-46.061,1.16800724200317e-11,2.62827430933526e-12,-2.62827430933526e-12
27,6277.1,51.322,-56.493,1.13244908186834e-11,2.56122685509537e-12,-2.56122685509537e-12
28,6372.86,43.318,-44.438,1.38128659893956e-11,3.12004689148329e-12,-3.12004689148329e-12
29,6470.612,45.859,-54.434,1.24679730793902e-11,2.75372223649564e-12,-2.75372223649564e-12
30,6576.588,37.668,-60.117,1.20394627193823e-11,2.72293046133513e-12,-2.72293046133513e-12
31,6668.85,45.699,-54.594,1.18730236411622e-11,2.68528735368622e-12,-2.68528735368622e-12
32,6771.233,53.638,-56.684,1.1559799084745e-11,2.54081853176181e-12,-2.54081853176181e-12
33,6903.732,61.549,-78.861,8.78070425977291e-12,1.99861646634427e-12,-1.99861646634427e-12
34,7024.972,60.66,-59.691,1.05885015716409e-11,2.38869338596325e-12,-2.38869338596325e-12
35,7151.228,59.771,-65.595,1.01098899646447e-11,2.29528301439288e-12,-2.29528301439288e-12
36,7244.197,39.514,-33.199,1.68215028510101e-11,3.79963672833047e-12,-3.79963672833047e-12
37,7338.479,22.958,-54.769,1.51988809735853e-11,3.41144744836668e-12,-3.41144744836668e-12
38,7410.395,48.828,-48.958,1.19423961753226e-11,2.72174794332005e-12,-2.72174794332005e-12
39,7508.664,43.33,-49.441,1.28066140634008e-11,2.88542254859786e-12,-2.88542254859786e-12
40,7589.319,27.865,-37.326,1.8317729995653e-11,4.12711684502005e-12,-4.12711684502005e-12
41,7667.455,45.007,-50.271,1.31394024713643e-11,2.90201563607205e-12,-2.90201563607205e-12
42,7765.988,54.274,-53.526,1.21798415916947e-11,2.62375307702621e-12,-2.62375307702621e-12
43,11163.212,69.177,-78.755,9.54064809131246e-12,2.173822034301e-12,-2.173822034301e-12
44,11362.075,103.494,-129.686,5.68079605148229e-12,1.31619776836449e-12,-1.31619776836449e-12
45,11518.301,52.575,-52.732,1.28450637150486e-11,2.91291592860855e-12,-2.91291592860855e-12
46,11665.961,67.89,-95.085,8.23007525701383e-12,1.86856530021572e-12,-1.86856530021572e-12
47,11804.591,67.163,-70.739,9.73148726606589e-12,2.20164550493007e-12,-2.20164550493007e-12
48,11975.688,89.129,-103.934,6.86905240769134e-12,1.57819583897742e-12,-1.57819583897742e-12
49,12178.485,111.991,-113.668,5.88606629926756e-12,1.35235067587779e-12,-1.35235067587779e-12
50,12370.413,90.56,-79.937,7.89133820341307e-12,1.79590079295536e-12,-1.79590079295536e-12
51,12585.544,91.058,-124.571,4.71014662579291e-12,1.237268426591e-12,-1.237268426591e-12
52,12749.106,90.471,-72.505,8.37158507259385e-12,1.89398160623997e-12,-1.89398160623997e-12
53,12953.417,106.804,-113.84,6.22649585131847e-12,1.40867770607745e-12,-1.40867770607745e-12
54,13125.714,72.41,-65.492,1.00060954028502e-11,2.27179474179532e-12,-2.27179474179532e-12
55,13405.921,185.836,-207.797,6.07117212904355e-12,1.06674906319113e-12,-1.06674906319113e-12
56,16955.408,103.824,-86.732,8.30117803652031e-12,1.83253553931306e-12,-1.83253553931306e-12
57,17214.492,95.471,-155.26,4.36577808396134e-12,1.15449346048167e-12,-1.15449346048167e-12
58,17436.461,91.638,-126.498,4.80193576448215e-12,1.25876585862552e-12,-1.25876585862552e-12
59,17631.252,94.925,-103.153,4.94635577087199e-12,1.31234799247519e-12,-1.31234799247519e-12
60,17811.241,82.926,-85.064,7.84387575981497e-12,1.77537786312387e-12,-1.77537786312387e-12
61,18018.777,86.005,-124.61,5.84195037079861e-12,1.39189819075148e-12,-1.39189819075148e-12
62,18270.957,107.122,-166.176,3.85846587056061e-12,1.01587341182393e-12,-1.01587341182393e-12
63,18494.676,101.54,-116.597,6.36296472443069e-12,1.43901639693448e-12,-1.43901639693448e-12
64,18674.46,102.282,-78.245,5.56686923093878e-12,1.46406792102343e-12,-1.46406792102343e-12
65,18874.081,103.246,-97.339,6.59781043909614e-12,1.48970284151325e-12,-1.48970284151325e-12
66,19152.368,211.071,-175.041,4.4271168215064e-12,8.80770868165521e-13,-8.80770868165521e-13
67,52834.519,181.209,-350.342,2.12791592488058e-12,5.4412171168185e-13,-5.4412171168185e-13
68,53507.092,486.48,-491.364,1.21405429477742e-12,3.04579769000162e-13,-3.04579769000162e-13
69,164993.575,4166.718,-3959.122,4.58213656702912e-13,9.58451687081424e-14,-9.58451687081424e-14
70,173568.366,1299.762,-984.388,4.25913384201272e-13,1.17440836775351e-13,-1.17440836775351e-13
71,197047.222,52991.802,-16957.244,2.4496550864397e-13,6.53751251641877e-14,-6.53751251641877e-14
72,404565.078,133109.706,-70163.053,1.84122835877308e-13,2.88398949886549e-14,-2.88398949886549e-14
73,750784.254,46928.932,-69345.205,9.86557742284655e-14,2.61477190662656e-14,-2.61477190662656e-14
