"time_sec","timePos_sec","timeNeg_sec","flux","flux_errPos","flux_errNeg"
69.729,1.083,-1.108,2.34275039111252e-9,3.57203343486204e-10,-3.58070688349757e-10
71.642,0.682,-0.831,3.46078062450695e-9,5.27748511490618e-10,-5.2908868919399e-10
73.389,1.348,-1.065,2.24181792577816e-9,3.34921320317394e-10,-3.35727177532702e-10
75.908,1.305,-1.171,2.23848648727585e-9,3.34316197684354e-10,-3.35041737940411e-10
78.271,1.068,-1.058,2.66537184998563e-9,3.9808028584826e-10,-3.98951087596211e-10
80.584,1.016,-1.245,2.51300901924302e-9,3.82916712689903e-10,-3.83665830207353e-10
82.699,0.946,-1.099,2.64616294443382e-9,4.37929698706037e-10,-4.38570400560751e-10
84.631,0.903,-0.986,3.06999525235551e-9,4.58275937034285e-10,-4.59106150508669e-10
86.812,1.129,-1.279,2.38696886874536e-9,3.56238757448732e-10,-3.56825885322384e-10
88.973,0.989,-1.032,2.78263072792238e-9,4.23753934063448e-10,-4.24399908456662e-10
90.983,1.419,-1.021,2.29958991653895e-9,3.57393362324456e-10,-3.57890243936289e-10
93.997,1.616,-1.596,1.80051075866499e-9,2.68621931222264e-10,-2.68991409037132e-10
97.106,1.405,-1.493,1.99449548148686e-9,2.97559391367772e-10,-2.97965618025439e-10
100.654,1.696,-2.143,1.47659826698748e-9,2.20271375006479e-10,-2.20552137930599e-10
103.918,1.399,-1.568,1.8520662318671e-9,2.87756635120842e-10,-2.88084972158223e-10
106.859,1.335,-1.541,1.98926998603413e-9,3.02748059322798e-10,-3.03039262153025e-10
109.449,1.474,-1.255,2.17515042546133e-9,3.2438597761761e-10,-3.24706524785322e-10
112.72,1.707,-1.796,1.73829367362593e-9,2.59244533275028e-10,-2.5951005245195e-10
115.688,1.155,-1.261,2.53955214031482e-9,3.86513049011893e-10,-3.86904601290085e-10
118.466,1.46,-1.623,2.06262870520895e-9,3.07615713154641e-10,-3.07931510170437e-10
121.059,1.458,-1.133,2.50049627120745e-9,3.72894599734206e-10,-3.7324991646489e-10
124.082,1.586,-1.565,1.96497234363703e-9,2.99026289615409e-10,-2.99285430580647e-10
127.385,1.671,-1.718,1.72399694915666e-9,2.57085539513086e-10,-2.57316466819163e-10
130.652,1.659,-1.595,1.71064708999714e-9,2.5231480968803e-10,-2.52554316730758e-10
133.898,1.657,-1.588,1.49033135193683e-9,2.46429839070459e-10,-2.46594992377343e-10
137.644,1.966,-2.089,1.25772489298823e-9,1.95352415136948e-10,-1.9550875878257e-10
141.147,1.376,-1.537,1.78678871915617e-9,2.71904961909854e-10,-2.72133360335117e-10
143.959,1.668,-1.436,1.70812453651679e-9,2.54713170768045e-10,-2.54934951160629e-10
147.492,2.103,-1.865,1.20861735820098e-9,2.08596351742619e-10,-2.08732258952751e-10
151.105,1.454,-1.51,1.81695904100964e-9,2.76503496144161e-10,-2.76745366728991e-10
154.153,1.434,-1.594,1.83427712263748e-9,2.73535219779256e-10,-2.73786713581405e-10
157.355,1.756,-1.768,1.57773287847985e-9,2.40099022759778e-10,-2.4030970022601e-10
160.754,1.83,-1.643,1.62318801844452e-9,2.42048167355267e-10,-2.42259737872191e-10
164.188,1.431,-1.604,1.81628438242805e-9,2.7085553308192e-10,-2.71109183574443e-10
167.666,1.776,-2.047,1.41135318388569e-9,2.10473201989233e-10,-2.10674507053803e-10
171.806,1.708,-2.363,1.27083315473265e-9,1.93400316772098e-10,-1.93576542102449e-10
175.236,1.58,-1.722,1.56303810095665e-9,2.37869535071174e-10,-2.38086932048687e-10
178.765,1.991,-1.95,1.31472744932691e-9,2.04215201089564e-10,-2.04390275958313e-10
182.927,2.085,-2.171,1.24646767556215e-9,1.9360692024662e-10,-1.93765800033525e-10
187.401,1.838,-2.39,1.28714779872619e-9,1.99931375582126e-10,-2.00102916166765e-10
191.219,1.701,-1.98,1.46029375539947e-9,2.3156153324443e-10,-2.31752181760498e-10
195.028,2.355,-2.109,1.20709431170875e-9,1.87495866854023e-10,-1.87655890822361e-10
199.411,2.311,-2.027,1.2651045492751e-9,1.92530716310482e-10,-1.92709030538902e-10
203.219,1.883,-1.498,1.59308494051242e-9,2.42446037077164e-10,-2.42672302635802e-10
206.744,1.722,-1.643,1.47156825397306e-9,2.43339019605189e-10,-2.43518116633696e-10
210.57,1.922,-2.105,1.18582590801045e-9,2.00311400539168e-10,-2.00456077487762e-10
