"time_sec","timePos_sec","timeNeg_sec","flux","flux_errPos","flux_errNeg"
208.4526,0.2498,-0.2733,5.99050029544199e-9,8.93013470436254e-10,-8.93012830814641e-10
209.0886,0.2987,-0.3863,4.50572396563474e-9,6.71675444007587e-10,-6.71674814010247e-10
209.6559,0.2332,-0.2685,6.06904651529194e-9,9.04722761706835e-10,-9.04722140147747e-10
210.1537,0.3278,-0.2647,4.99097001180216e-9,7.62298827338515e-10,-7.62298213072313e-10
210.7307,0.2899,-0.2492,5.69432702132384e-9,8.39584931136099e-10,-8.39584318147359e-10
211.2669,0.2678,-0.2463,5.937293631405e-9,8.85081939303436e-10,-8.85081316146287e-10
211.862,0.2972,-0.3273,7.4123681969483e-9,9.05568225742459e-10,-9.05567591133304e-10
212.3905,0.2722,-0.2313,6.30137491216526e-9,9.51421147616374e-10,-9.51420503083235e-10
212.9872,0.3854,-0.3245,6.53702168790445e-9,8.10821134209301e-10,-8.10820478418438e-10
213.717,0.3281,-0.3444,4.85014164395718e-9,7.2301824993438e-10,-7.2301824993438e-10
214.2983,0.325,-0.2532,6.58986652300394e-9,9.05191020507045e-10,-9.05190360102306e-10
214.9717,0.333,-0.3484,6.75742991782487e-9,8.67147103107414e-10,-8.671464489066e-10
215.6193,0.2494,-0.3146,5.56760258132353e-9,8.50371335277007e-10,-8.50370682965661e-10
216.1224,0.248,-0.2537,6.42995419374921e-9,9.7083462907757e-10,-9.70833973730363e-10
216.695,0.2838,-0.3246,5.11976847486444e-9,8.01369129813502e-10,-8.01369129813502e-10
217.3004,0.2425,-0.3215,5.68281901524876e-9,8.47147435504409e-10,-8.47146781278407e-10
217.8067,0.341,-0.2639,6.22821945127149e-9,8.39816011464975e-10,-8.39815382244614e-10
218.4022,0.249,-0.2545,5.84853183677338e-9,8.71850527210597e-10,-8.71849325012172e-10
218.905,0.2533,-0.2537,5.93500766991516e-9,8.75071575989828e-10,-8.75070975001833e-10
