,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,164.716,15.555,-14.533,2.21099138531686e-10,4.97488004351832e-11,-4.97488004351832e-11
1,200.981,19.406,-20.71,1.66253674926083e-10,3.74082052786106e-11,-3.74082052786106e-11
2,242.833,22.687,-22.445,1.47901388847172e-10,3.3209513168527e-11,-3.3209513168527e-11
3,285.107,25.544,-19.588,1.54184732939984e-10,3.36458645735277e-11,-3.36458645735277e-11
4,331.165,29.632,-20.514,1.31484022027737e-10,2.95231841006665e-11,-2.95231841006665e-11
5,385.002,23.433,-24.205,1.38714607832953e-10,3.12117158412222e-11,-3.12117158412222e-11
6,437.914,35.712,-29.478,1.03281745143475e-10,2.32390915901487e-11,-2.32390915901487e-11
7,553.743,32.711,-80.118,6.69818013177541e-11,1.48215224235185e-11,-1.48215224235185e-11
8,634.448,39.761,-47.994,9.45111711102811e-11,2.03803794677797e-11,-2.03803794677797e-11
9,708.264,31.136,-34.054,1.13225428511379e-10,2.55832424504934e-11,-2.55832424504934e-11
10,766.381,30.687,-26.981,1.25118109675538e-10,2.82113023871413e-11,-2.82113023871413e-11
11,851.61,48.257,-54.543,7.12729857236958e-11,1.55838225644859e-11,-1.55838225644859e-11
12,958.412,51.777,-58.545,6.00002288301314e-11,1.35570336965869e-11,-1.35570336965869e-11
13,1061.501,46.472,-51.312,6.74533276397377e-11,1.52410617642668e-11,-1.52410617642668e-11
14,1172.421,75.96,-64.447,4.88972155050788e-11,1.0841529232397e-11,-1.0841529232397e-11
15,4501.45,69.885,-63.003,1.52709423156349e-11,3.43069440358447e-12,-3.43069440358447e-12
16,4652.665,101.703,-81.331,1.10588611919206e-11,2.50005345696266e-12,-2.50005345696266e-12
17,4826.667,65.603,-72.299,1.50567076345994e-11,3.40919896117164e-12,-3.40919896117164e-12
18,4994.476,108.408,-102.206,9.83732585092164e-12,2.2379764278429e-12,-2.2379764278429e-12
19,5196.088,79.8,-93.204,8.80329650568477e-12,2.30647971693587e-12,-2.30647971693587e-12
20,5380.392,98.589,-104.503,9.91911770159811e-12,2.25302111346534e-12,-2.25302111346534e-12
21,5559.315,120.25,-80.334,8.7403831818097e-12,2.13942750873029e-12,-2.13942750873029e-12
22,5767.391,127.803,-87.825,9.0196032004281e-12,2.11069922855345e-12,-2.11069922855345e-12
23,6024.95,103.424,-129.756,6.67989241557445e-12,1.7428116368336e-12,-1.7428116368336e-12
24,6231.983,79.424,-103.61,9.07231642192548e-12,2.30846515118414e-12,-2.30846515118414e-12
25,6422.411,104.624,-111.005,9.82311272081091e-12,2.21372931660915e-12,-2.21372931660915e-12
26,6619.446,78.084,-92.412,1.2567446414807e-11,2.83663765295796e-12,-2.83663765295796e-12
27,6850.721,182.782,-153.19,5.46405890426722e-12,1.40002100033695e-12,-1.40002100033695e-12
28,11324.361,1481.65,-1102.694,3.24778926909251e-12,5.93958758898972e-13,-5.93958758898972e-13
29,17007.247,1593.706,-981.705,2.74504947922914e-12,6.272435277668e-13,-6.272435277668e-13
30,25566.225,4601.992,-3781.963,1.34131544132384e-12,3.36591469765871e-13,-3.36591469765871e-13
31,40774.265,6746.406,-6842.627,6.94059572124323e-13,1.52750502650069e-13,-1.52750502650069e-13
32,80602.574,35704.612,-28626.012,2.61865660834591e-13,7.03389596922249e-14,-7.03389596922249e-14
33,170071.01,50876.606,-49497.958,1.07360359080951e-13,2.86498090506179e-14,-2.86498090506179e-14
34,277995.623,75973.069,-52322.525,1.32168174736925e-13,3.48703216543809e-14,-3.48703216543809e-14
35,445154.195,128593.032,-87836.518,3.68721510803088e-14,1.17125278881033e-14,-1.17125278881033e-14
