"time_sec","timePos_sec","timeNeg_sec","flux","flux_errPos","flux_errNeg"
316.647,0.608,-0.734,1.99291295862631e-9,3.03178988126256e-10,-3.03178932781768e-10
317.877,0.559,-0.622,2.29862614503392e-9,3.42659289247952e-10,-3.4265923388061e-10
318.9122,0.4527,-0.476,2.87440063815544e-9,4.3727840441504e-10,-4.37278349152505e-10
319.888,0.583,-0.523,2.43772436390665e-9,3.63394795113596e-10,-3.63394740110815e-10
321.101,0.692,-0.63,2.02626873627498e-9,3.02058556619316e-10,-3.02058502006867e-10
322.579,0.624,-0.785,1.95978946707475e-9,2.92148376620146e-10,-2.92148376620146e-10
323.871,0.598,-0.669,2.30240984992006e-9,3.43223259802772e-10,-3.43223200337634e-10
325.242,0.844,-0.773,1.88787956017663e-9,2.81428759871016e-10,-2.81428697618937e-10
326.754,0.757,-0.668,2.03604488520716e-9,3.03515925291066e-10,-3.03515925291066e-10
328.697,0.868,-1.186,1.32412585601962e-9,1.97389225827509e-10,-1.97389170397804e-10
330.388,0.814,-0.823,1.6349859366189e-9,2.43729512007882e-10,-2.43729512007882e-10
331.848,0.664,-0.647,2.04121698092984e-9,3.04286995409709e-10,-3.04286940837902e-10
333.432,0.783,-0.92,1.57439177764923e-9,2.34696718718914e-10,-2.34696664063938e-10
335.188,0.999,-0.973,1.36473311082845e-9,2.03442555891845e-10,-2.03442555891845e-10
337.372,1.01,-1.186,1.20986538184727e-9,1.84055064087164e-10,-1.84055064087164e-10
339.079,0.731,-0.697,1.87780237489149e-9,2.79926501281644e-10,-2.79926446585339e-10
340.552,0.688,-0.741,1.86925763556024e-9,2.78652731514386e-10,-2.78652731514386e-10
342.081,0.87,-0.841,1.56479414089277e-9,2.33265962430792e-10,-2.33265962430792e-10
343.857,0.67,-0.906,1.70861515782004e-9,2.54705568232451e-10,-2.54705568232451e-10
345.316,0.599,-0.788,1.93178739928985e-9,2.93880032874349e-10,-2.93879977374572e-10
347.041,1.062,-1.126,1.2701956347927e-9,1.89349739958232e-10,-1.89349683281864e-10
348.717,0.709,-0.614,2.07821937829712e-9,3.22699563555704e-10,-3.22699505718042e-10
350.412,1.043,-0.985,1.33807796207762e-9,2.12113231741864e-10,-2.12113173781158e-10
352.336,1.217,-0.881,1.35020028802182e-9,2.01276174131692e-10,-2.01276174131692e-10
354.99,1.259,-1.438,1.05656073481524e-9,1.57502882144447e-10,-1.57502882144447e-10
357.761,1.513,-1.511,9.63640438091851e-10,1.4365118852217e-10,-1.4365118852217e-10
360.798,1.499,-1.524,9.88072953114903e-10,1.47293405939549e-10,-1.47293405939549e-10
364.226,1.683,-1.929,7.93477256983071e-10,1.2320863908984e-10,-1.2320863908984e-10
368.375,1.457,-2.466,7.39818987617935e-10,1.10285767849824e-10,-1.10285767849824e-10
370.657,0.768,-0.826,1.75157984136838e-9,2.71979960501598e-10,-2.71979901789516e-10
371.964,0.671,-0.539,2.35916948986117e-9,3.58897024557774e-10,-3.58896965464472e-10
373.308,0.678,-0.672,1.08454991378706e-9,3.72507956294631e-10,-3.72507956294631e-10
374.506,0.765,-0.52,2.26592557019102e-9,3.37784552513194e-10,-3.3778449315736e-10
375.913,0.681,-0.643,2.11053847457806e-9,3.21073204603021e-10,-3.21073146760779e-10
377.436,0.852,-0.841,1.62854131834816e-9,2.42768851872814e-10,-2.42768795619364e-10
379.502,1.184,-1.215,1.1794719684419e-9,1.75825446027109e-10,-1.75825446027109e-10
381.665,0.859,-0.979,1.57940192369168e-9,2.4027212297796e-10,-2.4027212297796e-10
383.38,0.994,-0.856,1.64518578787236e-9,2.45249997045219e-10,-2.45249934963134e-10
385.51,1.25,-1.136,1.2473357429755e-9,1.8594201438423e-10,-1.85941953693301e-10
388.12,1.707,-1.36,9.13290193408408e-10,1.38937486872824e-10,-1.38937486872824e-10
391.253,1.482,-1.426,9.12856727060395e-10,1.38871584383645e-10,-1.3887152944718e-10
394.24,1.33,-1.506,1.07106059293871e-9,1.59664453714513e-10,-1.59664453714513e-10
397.453,2.11,-1.882,6.92492140203288e-10,1.15415438906732e-10,-1.15415438906732e-10
401.037,1.617,-1.475,1.28903813059563e-9,1.92158596488357e-10,-1.92158596488357e-10
403.97,2.488,-1.316,6.73132729183136e-10,1.26705356692524e-10,-1.26705276564935e-10
408.262,1.874,-1.803,6.45667939282926e-10,1.29352456522144e-10,-1.29352456522144e-10
411.799,2.129,-1.663,7.22393168840084e-10,1.25752610571216e-10,-1.25752610571216e-10
416.744,1.803,-2.817,5.22073780917292e-10,9.53172473641643e-11,-9.53172473641643e-11
421.711,2.943,-3.163,3.71284160819298e-10,6.77869532290704e-11,-6.77869462950638e-11
427.798,2.595,-3.144,3.21837956299209e-10,6.87561985741191e-11,-6.87561985741191e-11
434.83,4.27,-4.437,1.63151376514394e-10,4.28835846120893e-11,-4.28835846120893e-11
441.533,1.326,-2.433,4.73007117116953e-10,8.63589477209888e-11,-8.63589477209888e-11
443.711,0.633,-0.851,1.77249868448954e-9,2.69647645753218e-10,-2.69647645753218e-10
445.196,0.763,-0.852,1.65431963400013e-9,2.46611635958839e-10,-2.46611581463365e-10
446.706,0.831,-0.747,1.69529951972894e-9,2.52720538313053e-10,-2.52720538313053e-10
448.489,0.776,-0.952,1.55090066996065e-9,2.31194868980502e-10,-2.31194814346604e-10
450.067,0.704,-0.803,1.73284221640058e-9,2.69070456675336e-10,-2.69070401771335e-10
451.627,0.946,-0.856,1.51547283180204e-9,2.30546662998705e-10,-2.30546662998705e-10
453.68,1.002,-1.107,1.2924269404133e-9,2.0487662348185e-10,-2.04876566950827e-10
455.755,1.175,-1.074,1.2710823558267e-9,1.89481921672904e-10,-1.89481921672904e-10
458.307,1.105,-1.377,1.12779617019013e-9,1.71570017700448e-10,-1.71570017700448e-10
460.611,1.333,-1.198,1.0998780840723e-9,1.67322832562088e-10,-1.67322776560462e-10
463.363,1.094,-1.419,1.13801961061418e-9,1.76708225417001e-10,-1.76708225417001e-10
465.6,1.649,-1.144,1.09956725758926e-9,1.6727558708524e-10,-1.6727558708524e-10
468.774,1.532,-1.525,1.10755792022483e-9,1.65105115817786e-10,-1.65105046793042e-10
472.038,1.659,-1.732,9.963330123375e-10,1.51570731233127e-10,-1.51570731233127e-10
475.577,2.12,-1.88,8.37072345419289e-10,1.24783467661559e-10,-1.24783467661559e-10
479.957,2.244,-2.261,6.99574348701443e-10,1.08627755968936e-10,-1.08627755968936e-10
484.388,1.745,-2.187,8.65319382536879e-10,1.28994234591619e-10,-1.28994234591619e-10
487.799,1.844,-1.666,7.34506150529279e-10,1.31921311178342e-10,-1.31921234868464e-10
491.248,2.377,-1.604,8.11889247806556e-10,1.38796601347363e-10,-1.38796601347363e-10
495.871,2.51,-2.246,9.68660833276441e-10,1.47360894813639e-10,-1.47360894813639e-10
501.04,2.118,-2.659,7.34461809608252e-10,1.38249454350541e-10,-1.38249454350541e-10
506.395,2.713,-3.238,6.65395938688582e-10,1.29185037467404e-10,-1.29184910614681e-10
512.284,2.29,-3.176,8.87946989890883e-10,1.62116251673103e-10,-1.62116251673103e-10
516.925,2.221,-2.351,7.74247185660454e-10,1.41357600568935e-10,-1.41357600568935e-10
538.876,11.966,-13.107,9.29905905555115e-11,2.08242028165924e-11,-2.08242028165924e-11
569.062,16.883,-18.22,6.61143301760007e-11,1.48940271236829e-11,-1.48940271236829e-11
608.212,25.372,-22.267,4.88772681974148e-11,1.10273810373198e-11,-1.10273810373198e-11
655.145,23.571,-21.561,5.12974497554252e-11,1.1521705636825e-11,-1.1521705636825e-11
693.234,25.599,-14.519,6.09302704480335e-11,1.34287988980352e-11,-1.34287988980352e-11
763.432,30.621,-44.599,3.22137685095646e-11,7.10993266793928e-12,-7.10993266793928e-12
821.232,27.981,-27.18,4.19473678951477e-11,9.49229728354136e-12,-9.49229728354136e-12
870.862,41.031,-21.649,3.95399864506026e-11,8.68968086116135e-12,-8.68968086116135e-12
4232.851,29.753,-37.945,2.07475525742708e-11,4.67184460246723e-12,-4.67184460246723e-12
4366.312,56.761,-103.707,8.64385586273556e-12,1.95094867319061e-12,-1.95094867319061e-12
4463.489,39.818,-40.417,1.7377450670016e-11,3.91755902110986e-12,-3.91755902110986e-12
4558.788,29.768,-55.481,1.64240354687639e-11,3.69829324483071e-12,-3.69829324483071e-12
4663.023,78.479,-74.468,9.01624833276964e-12,2.05668968178076e-12,-2.05668968178076e-12
4793.296,45.992,-51.794,1.49368614915498e-11,3.26309976048073e-12,-3.26309976048073e-12
4887.219,47.347,-47.931,1.44966307107888e-11,3.26811008742295e-12,-3.26811008742295e-12
5023.792,93.801,-89.226,1.15969121428777e-11,2.10813468424217e-12,-2.10813468424217e-12
9943.958,62.732,-52.604,1.19389698170699e-11,2.69657821299057e-12,-2.69657821299057e-12
10077.804,74.311,-71.113,1.00543834837183e-11,2.20336526505709e-12,-2.20336526505709e-12
10263.349,71.8,-111.234,7.54221376800241e-12,1.71892838702485e-12,-1.71892838702485e-12
10409.396,91.236,-74.247,8.48865266711635e-12,1.91298730048298e-12,-1.91298730048298e-12
10619.132,82.086,-118.5,6.96089915213418e-12,1.57397808419984e-12,-1.57397808419984e-12
10802.368,101.943,-101.15,6.76269239720028e-12,1.53260054321647e-12,-1.53260054321647e-12
11025.896,81.508,-121.585,6.66797902559895e-12,1.53006723978159e-12,-1.53006723978159e-12
11203.929,86.508,-96.526,7.53688710721355e-12,1.71966013558245e-12,-1.71966013558245e-12
11485.481,198.593,-195.043,5.76803619550817e-12,1.04338795618908e-12,-1.04338795618908e-12
16600.308,266.5,-224.93,2.91276418128453e-12,6.77539976626943e-13,-6.77539976626943e-13
21642.612,212.396,-279.035,3.88422670458436e-12,7.55836202599398e-13,-7.55836202599398e-13
29847.872,3410.447,-2794.827,1.85340517473609e-12,3.80718804792847e-13,-3.80718804792847e-13
45569.64,4851.392,-6978.614,2.04722264267948e-12,3.8128317403351e-13,-3.8128317403351e-13
227747.391,127991.806,-68685.395,1.8284535969477e-13,4.33538799957643e-14,-4.33538799957643e-14
746932.994,105907.789,-253744.335,5.5886917081572e-14,2.79347545269189e-14,-2.20171130989828e-14
