"time_sec","timePos_sec","timeNeg_sec","flux","flux_errPos","flux_errNeg"
163.308,8.279,-9.272,6.74061316664405e-10,1.44290980869377e-10,-1.44290980869377e-10
184.152,10.002,-12.564,5.26259802816118e-10,1.12956501743213e-10,-1.12956501743213e-10
202.102,9.602,-7.949,6.29151734771622e-10,1.41098972792301e-10,-1.41098972792301e-10
219.847,9.409,-8.142,6.99267791238868e-10,1.49686714690323e-10,-1.49686714690323e-10
241.712,12.618,-12.456,4.50489796854742e-10,9.85820011119556e-11,-9.85820011119556e-11
264.395,9.993,-10.066,6.37085856210127e-10,1.30365180336775e-10,-1.30365180336775e-10
288.162,13.807,-13.774,4.40658907096751e-10,9.2716386187252e-11,-9.2716386187252e-11
315.426,11.616,-13.458,4.52134079521074e-10,1.01700455361575e-10,-1.01700455361575e-10
343.978,13.151,-16.936,3.87915489256902e-10,8.71261748213071e-11,-8.71261748213071e-11
369.379,12.824,-12.249,4.76859505493873e-10,1.0726204069348e-10,-1.0726204069348e-10
397.551,9.725,-15.348,5.23094626528754e-10,1.10061142024115e-10,-1.10061142024115e-10
424.741,12.623,-17.465,4.02072688356576e-10,8.59527636599925e-11,-8.59527636599925e-11
451.427,18.533,-14.063,3.19872172921366e-10,7.17372988788839e-11,-7.17372988788839e-11
489.347,13.208,-19.387,3.52517250724725e-10,7.52578819121244e-11,-7.52578819121244e-11
519.399,15.751,-16.844,3.27263411291004e-10,7.31783292978259e-11,-7.31783292978259e-11
544.285,8.416,-9.135,6.1701651840525e-10,1.39408806902545e-10,-1.39408806902545e-10
572.755,22.571,-20.053,2.51302630706303e-10,5.67793699569978e-11,-5.67793699569978e-11
618.299,12.13,-22.973,3.17513555986566e-10,7.11030788570991e-11,-7.11030788570991e-11
645.633,19.898,-15.204,3.2273585245421e-10,7.23794963036657e-11,-7.23794963036657e-11
698.848,36.888,-33.317,1.65420097085778e-10,3.72086448490488e-11,-3.72086448490488e-11
752.36,18.479,-16.624,3.26146509674437e-10,7.33615197187391e-11,-7.33615197187391e-11
795.16,20.811,-24.321,2.49334081736422e-10,5.61671511368868e-11,-5.61671511368868e-11
851.349,32.319,-35.379,1.72740194029499e-10,3.81235457476114e-11,-3.81235457476114e-11
904.863,26.445,-21.194,2.35855984973087e-10,5.30521111599675e-11,-5.30521111599675e-11
984.255,44.838,-52.948,1.12980974997166e-10,2.55650407154842e-11,-2.55650407154842e-11
1063.606,38.2,-34.513,1.54715793988018e-10,3.4852607540425e-11,-3.4852607540425e-11
1142.879,54.194,-41.073,1.36477915573973e-10,2.86413441889578e-11,-2.86413441889578e-11
4464.353,68.289,-67.107,3.8554385819779e-11,8.66616200657768e-12,-8.66616200657768e-12
4604.817,88.293,-72.176,3.19078477482063e-11,7.21751576714607e-12,-7.21751576714607e-12
4808.572,97.661,-115.462,2.24140382074701e-11,5.07002498803344e-12,-5.07002498803344e-12
4992.896,78.819,-86.664,2.71752154449171e-11,6.09561202155136e-12,-6.09561202155136e-12
5178.452,83.82,-106.736,2.19018939593055e-11,4.93338841760464e-12,-4.93338841760464e-12
5355.002,100.334,-92.73,2.02222626184504e-11,4.56943702450168e-12,-4.56943702450168e-12
5537.447,83.372,-82.111,2.48681812748702e-11,5.45917861707803e-12,-5.45917861707803e-12
5803.252,286.422,-182.432,1.31675793851986e-11,2.39475308848384e-12,-2.39475308848384e-12
10286.614,147.351,-138.483,1.12721019757454e-11,2.93597798082456e-12,-2.93597798082456e-12
10742.94,240.122,-308.974,8.48267052356927e-12,1.84373801154286e-12,-1.84373801154286e-12
17120.558,1213.569,-1232.357,3.69990389450742e-12,8.9428901422116e-13,-8.9428901422116e-13
42044.41,42890.37,-13445.457,7.23119545811894e-13,1.50240842426076e-13,-1.50240842426076e-13
