,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,116.949,1.15,-1.302,8.58053758778363e-10,1.27914805702e-10,-1.27913867666658e-10
1,119.932,1.675,-1.833,6.29159964705826e-10,9.37921508805588e-11,-9.37915245204239e-11
2,123.137,1.364,-1.53,8.01964829032947e-10,1.19552923697467e-10,-1.19552123810931e-10
3,125.901,1.714,-1.4,7.68430760282974e-10,1.14553658167624e-10,-1.14552970898005e-10
4,128.83,1.288,-1.215,9.12945178383618e-10,1.36096986946641e-10,-1.36096178376037e-10
5,131.387,1.078,-1.268,9.03337508399037e-10,1.3820925548312e-10,-1.38208491476204e-10
6,134.189,1.386,-1.724,6.76326126434478e-10,1.00822958178964e-10,-1.00822389103806e-10
7,137.512,1.743,-1.937,5.74424643041685e-10,8.56320132478003e-11,-8.5631529299493e-11
8,140.936,1.41,-1.682,6.72295058388681e-10,1.02859928914778e-10,-1.02859399879064e-10
9,143.597,1.27,-1.251,8.30522739457468e-10,1.23809665076282e-10,-1.23809011232574e-10
10,146.531,1.343,-1.664,6.90179599305559e-10,1.028880557502e-10,-1.028874959865e-10
11,149.767,1.445,-1.893,6.05682256815262e-10,9.51300199626959e-11,-9.51295511710184e-11
12,153.079,1.47,-1.867,6.41084234162265e-10,9.55692675590464e-11,-9.55687460891439e-11
13,157.018,1.826,-2.469,4.90960988008751e-10,7.7111654775065e-11,-7.71112547217482e-11
14,160.79,1.811,-1.946,5.71414599110138e-10,8.74254512566044e-11,-8.74249627177385e-11
15,164.241,1.472,-1.64,6.74704351220579e-10,1.03228633149097e-10,-1.03228068592369e-10
16,167.494,1.973,-1.781,5.58044730005224e-10,8.31902467927858e-11,-8.31897788860372e-11
17,170.975,1.44,-1.508,7.18833243726149e-10,1.07159795352735e-10,-1.07159150078979e-10
18,174.481,1.664,-2.066,5.65229556472515e-10,8.64792630552838e-11,-8.64787836065208e-11
19,177.859,1.815,-1.715,6.08684117643536e-10,9.31277916032223e-11,-9.31272578941152e-11
20,181.868,2.264,-2.195,4.8753350978666e-10,7.45919512076062e-11,-7.45915368950875e-11
