,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,824.495,95.602,-94.954,7.90E-12,1.79E-12,-1.79E-12
1,985.628,97.444,-65.531,9.17E-12,2.06E-12,-2.06E-12
2,1220.91,87.82,-137.838,4.85E-12,1.27E-12,-1.27E-12
3,1395.405,103.881,-86.674,5.72E-12,1.49E-12,-1.49E-12
4,1665.473,192.352,-166.187,4.45E-12,9.67E-13,-9.67E-13
5,5389.799,187.856,-281.012,2.41E-12,6.52E-13,-6.52E-13
6,5652.686,97.974,-75.031,8.96E-12,2.05E-12,-2.05E-12
7,5852.594,88.621,-101.935,8.58E-12,1.94E-12,-1.94E-12
8,5992.811,41.175,-51.596,1.82E-11,4.09E-12,-4.09E-12
9,6114.294,72.638,-80.308,1.79E-11,4.06E-12,-4.06E-12
10,6273.647,63.724,-86.715,1.68E-11,3.82E-12,-3.82E-12
11,6387.807,47.349,-50.436,1.50E-11,3.37E-12,-3.37E-12
12,6472.609,40.273,-37.454,1.90E-11,4.27E-12,-4.27E-12
13,6551.96,36.142,-39.077,1.99E-11,4.45E-12,-4.45E-12
14,6644.668,53.756,-56.566,1.47E-11,3.27E-12,-3.27E-12
15,6777.865,65.983,-79.441,1.15E-11,2.59E-12,-2.59E-12
16,6936.334,72.996,-92.487,9.93E-12,2.23E-12,-2.23E-12
17,7051.768,42.811,-42.438,1.85E-11,4.16E-12,-4.16E-12
18,7163.281,64.185,-68.702,1.13E-11,2.55E-12,-2.55E-12
19,7306.913,86.035,-79.447,8.82E-12,2.00E-12,-2.00E-12
20,7505.134,133.526,-112.185,4.99E-12,1.24E-12,-1.24E-12
21,11291.109,103.5,-257.553,3.30E-12,8.64E-13,-8.64E-13
22,11571.058,214.691,-176.45,3.05E-12,8.07E-13,-8.07E-13
23,11913.058,163.539,-127.31,4.11E-12,1.07E-12,-1.07E-12
24,12203.017,89.208,-126.421,5.53E-12,1.44E-12,-1.44E-12
25,12448.288,87.147,-156.062,4.85E-12,1.27E-12,-1.27E-12
26,12719.412,121.914,-183.978,3.82E-12,9.96E-13,-9.96E-13
27,13119.011,301.495,-277.684,3.21E-12,6.70E-13,-6.70E-13
28,17251.447,203.929,-282.489,2.74E-12,7.19E-13,-7.19E-13
29,17803.383,411.709,-348.007,1.76E-12,4.62E-13,-4.62E-13
30,18621.35,581.612,-406.258,1.52E-12,3.78E-13,-3.78E-13
31,22771.955,363.148,-384.03,1.71E-12,4.50E-13,-4.50E-13
32,23569.86,327.466,-434.757,1.67E-12,4.39E-13,-4.39E-13
33,24439.345,548.65,-542.018,1.14E-12,3.03E-13,-3.03E-13
34,29006.136,1757.018,-839.181,5.92E-13,1.66E-13,-1.66E-13
35,35375.52,1177.248,-1367.661,6.65E-13,1.55E-13,-1.55E-13
36,43912.288,4206.225,-4173.77,4.21E-13,8.63E-14,-8.63E-14
37,55881.331,3801.407,-4564.448,3.21E-13,7.71E-14,-7.71E-14
38,71689.466,16907.308,-8858.887,1.10E-13,3.01E-14,-3.01E-14
39,141542.218,23552.2972,-4969.648,1.69E-14,8.79E-15,-7.02E-15
