time_sec,timePos_sec,timeNeg_sec,flux,flux_errPos,flux_errNeg
5377.068,69.044,-86.41,7.19890459545535e-12,1.63895024810982e-12,-1.63895024810982e-12
5544.366,84.782,-98.254,6.388424811694e-12,1.41951582158526e-12,-1.41951582158526e-12
5738.326,101.438,-109.178,5.20614601504958e-12,1.18886261107064e-12,-1.18886261107064e-12
5912.607,100.162,-72.843,6.31381336626826e-12,1.43023245090634e-12,-1.43023245090634e-12
6113.797,94.544,-101.027,4.09791362076047e-12,1.0912255521966e-12,-1.0912255521966e-12
6251.256,59.885,-42.915,1.05140743961579e-11,2.36037320940349e-12,-2.36037320940349e-12
6394.747,64.326,-83.606,7.25866347515213e-12,1.64757105053059e-12,-1.64757105053059e-12
6599.531,155.39,-140.458,6.60528001787891e-12,1.11873688155389e-12,-1.11873688155389e-12
10889.847,832.187,-891.04,6.40790442888232e-12,1.70019025655557e-12,-1.70019025655557e-12
11854.971,122.81,-132.937,4.32261749845166e-12,1.14887793149765e-12,-1.14887793149765e-12
12232.889,256.378,-255.108,3.33045327447386e-12,7.13184933735702e-13,-7.13184933735702e-13
15795.185,216.159,-124.834,5.38362281814182e-12,9.80600627822667e-13,-9.80600627822667e-13
17724.214,99.511,-86.031,6.21221032414533e-12,1.40636904973905e-12,-1.40636904973905e-12
17927.15,94.653,-103.425,4.31795966847826e-12,1.13345710584287e-12,-1.13345710584287e-12
18119.252,105.639,-97.449,4.203816225768e-12,1.105660521644e-12,-1.105660521644e-12
22496.154,1461.704,-945.99,2.83096162179333e-12,5.20305623231517e-13,-5.20305623231517e-13
27418.92,166.309,-212.293,2.82400031629098e-12,6.93543686227151e-13,-6.93543686227151e-13
47885.546,4746.026,-8162.528,8.47941867134009e-13,1.71162420576859e-13,-1.71162420576859e-13
56290.823,723.852,-426.998,8.89924751640011e-13,2.25508897849815e-13,-2.25508897849815e-13
160451.346,80138.557,-34992.975,1.80283054850286e-13,5.07849172340034e-14,-5.07849172340034e-14
