,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,321.267,11.439,-6.112,5.02832462249925e-10,1.13104702529085e-10,-1.13104702529085e-10
1,346.2,11.579,-13.494,4.00883022358475e-10,8.41299611003083e-11,-8.41299611003083e-11
2,368.446,6.885,-10.666,5.09326676318603e-10,1.1177285883358e-10,-1.1177285883358e-10
3,383.19,12.199,-7.859,3.96596348833038e-10,8.93411127697073e-11,-8.93411127697073e-11
4,406.831,11.124,-11.442,3.65858763844312e-10,7.66806335852509e-11,-7.66806335852509e-11
5,433.885,19.172,-15.93,2.04761114058259e-10,4.60579776513205e-11,-4.60579776513205e-11
6,465.556,10.067,-12.499,3.64950193828219e-10,7.791224995041e-11,-7.791224995041e-11
7,490.351,12.852,-14.728,2.90411795960534e-10,6.21663302882034e-11,-6.21663302882034e-11
8,520.778,15.02,-17.575,2.14740114771578e-10,4.84464837987272e-11,-4.84464837987272e-11
9,549.928,10.943,-14.13,2.7781020123144e-10,6.23966159584471e-11,-6.23966159584471e-11
10,575.338,10.607,-14.466,2.93327029916394e-10,6.40993386190641e-11,-6.40993386190641e-11
11,611.092,19.984,-25.148,1.54173154343165e-10,3.47822651905871e-11,-3.47822651905871e-11
12,664.035,17.187,-32.96,1.41435527498099e-10,3.18611471288441e-11,-3.18611471288441e-11
13,706.875,16.971,-25.653,1.67498800981635e-10,3.79015048156621e-11,-3.79015048156621e-11
14,746.822,19.649,-22.976,1.70461341703904e-10,3.83427507526223e-11,-3.83427507526223e-11
15,786.246,30.371,-19.775,1.43536986431628e-10,3.22865284079007e-11,-3.22865284079007e-11
16,863.07,43.808,-46.453,1.22783678474182e-10,2.22219325830121e-11,-2.22219325830121e-11
17,4765.388,49.127,-51.166,2.25594711517814e-11,4.95102152273716e-12,-4.95102152273716e-12
18,4851.698,40.543,-37.183,3.44284103393098e-11,7.74387231205348e-12,-7.74387231205348e-12
19,4933.293,56.733,-41.052,2.75577130631812e-11,6.22050270190484e-12,-6.22050270190484e-12
20,5031.736,33.51,-41.709,3.51132372931852e-11,7.90724899031332e-12,-7.90724899031332e-12
21,5122.568,40.463,-57.322,2.74443273445351e-11,6.18757726978584e-12,-6.18757726978584e-12
22,5209.75,41.037,-46.719,3.12485976436154e-11,7.02865168926952e-12,-7.02865168926952e-12
23,5295.649,30.358,-44.862,3.98149140099124e-11,8.53410295707194e-12,-8.53410295707194e-12
24,5393.938,59.942,-67.931,2.11272120322861e-11,4.64146783440583e-12,-4.64146783440583e-12
25,5491.576,37.523,-37.697,3.42969811114257e-11,7.69613736750842e-12,-7.69613736750842e-12
26,5574.577,29.742,-45.478,3.47807507386689e-11,7.85093533712623e-12,-7.85093533712623e-12
27,5673.881,70.846,-69.563,2.06731035026101e-11,4.53659917038044e-12,-4.53659917038044e-12
28,5783.656,33.783,-38.929,4.07017162515497e-11,8.93177010738705e-12,-8.93177010738705e-12
29,5845.999,26.602,-28.559,3.2562609322037e-11,7.32511835387736e-12,-7.32511835387736e-12
30,5917.162,48.208,-44.562,1.79937825452462e-11,4.04291491974795e-12,-4.04291491974795e-12
31,5989.178,26.339,-23.807,3.11328006402337e-11,6.98662485303682e-12,-6.98662485303682e-12
32,6055.559,55.235,-40.042,2.16052616771455e-11,4.88290567374563e-12,-4.88290567374563e-12
33,6159.766,36.277,-48.972,3.05377095395191e-11,6.86065501610256e-12,-6.86065501610256e-12
34,6273.918,70.056,-77.875,1.756289245726e-11,3.93642317904494e-12,-3.93642317904494e-12
35,6376.241,32.923,-32.267,2.40687300062553e-11,5.26424630203417e-12,-5.26424630203417e-12
36,6441.355,30.492,-32.191,2.38270280788025e-11,5.34068846511764e-12,-5.34068846511764e-12
37,6491.514,32.986,-19.668,2.91235435779828e-11,6.52003762594382e-12,-6.52003762594382e-12
38,6566.289,35.937,-41.789,2.12966384400186e-11,4.69554290543368e-12,-4.69554290543368e-12
39,6637.004,32.919,-34.778,2.44770311650135e-11,5.36582713736698e-12,-5.36582713736698e-12
40,6714.007,36.151,-44.083,2.00555367510954e-11,4.38147910343386e-12,-4.38147910343386e-12
41,6779.735,50.655,-29.578,2.70385636554247e-11,5.05435856542466e-12,-5.05435856542466e-12
42,10511.675,44.798,-52.987,1.60895533197731e-11,3.62499737921026e-12,-3.62499737921026e-12
43,10626.472,82.946,-70.0,1.05238883514161e-11,2.37104603545024e-12,-2.37104603545024e-12
44,10760.79,46.414,-51.371,1.71517570097413e-11,3.85944037982504e-12,-3.85944037982504e-12
45,10881.874,43.174,-74.67,1.43927995695645e-11,3.24681795890673e-12,-3.24681795890673e-12
46,10971.271,44.04,-46.223,1.84188153389788e-11,4.12374184580759e-12,-4.12374184580759e-12
47,11094.749,86.044,-79.438,9.53757410318472e-12,2.15700137719649e-12,-2.15700137719649e-12
48,11259.464,59.231,-78.671,1.10919229724759e-11,2.50535370894248e-12,-2.50535370894248e-12
49,11391.805,72.315,-73.109,1.06179821453132e-11,2.38022087355862e-12,-2.38022087355862e-12
50,11533.529,40.911,-69.41,1.40041532427942e-11,3.14324529605397e-12,-3.14324529605397e-12
51,11630.455,51.801,-56.014,1.50034216266362e-11,3.28578331991072e-12,-3.28578331991072e-12
