,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,1057.445,195.909,-142.576,9.4298906179358e-12,1.62318264835339e-12,-1.62318264835339e-12
1,4708.786,142.638,-150.717,6.34953497780454e-12,1.65315291464257e-12,-1.65315291464257e-12
2,5006.049,108.642,-154.626,7.18667085716362e-12,1.86220961092518e-12,-1.86220961092518e-12
3,5272.532,95.398,-157.84,7.4293719310248e-12,1.95060705995209e-12,-1.95060705995209e-12
4,5523.681,167.692,-155.751,5.87988747701434e-12,1.53454248791582e-12,-1.53454248791582e-12
5,5882.803,139.534,-191.43,5.75615396128659e-12,1.50405153093599e-12,-1.50405153093599e-12
6,6225.695,142.65,-203.358,5.42217942973259e-12,1.42877485564537e-12,-1.42877485564537e-12
7,6670.004,367.784,-301.659,4.50596340142493e-12,9.34303456014219e-13,-9.34303456014219e-13
8,10829.134,298.047,-549.422,3.59584217512803e-12,9.42468158739365e-13,-9.42468158739365e-13
9,11496.817,186.986,-369.635,5.49434163468553e-12,1.43513665189524e-12,-1.43513665189524e-12
10,12319.662,504.96,-635.859,2.90385722591634e-12,7.15390810491198e-13,-7.15390810491198e-13
11,18703.823,3870.92,-2659.142,2.08297774305503e-12,7.83600153693554e-13,-7.83600153693554e-13
12,204290.464,27425.051,-14139.715,3.67233317436673e-13,8.69688471089089e-14,-8.69688471089089e-14
13,244266.936,5626.392,-7421.576,5.54855837809679e-13,1.28243325511798e-13,-1.28243325511798e-13
14,263501.537,9551.921,-9316.312,3.25803931930128e-13,8.24410779783534e-14,-8.24410779783534e-14
15,285615.248,4779.558,-7879.376,4.40694446389573e-13,1.10921426780493e-13,-1.10921426780493e-13
16,309936.111,26720.837,-15250.96,2.57352877399692e-13,6.17444392168388e-14,-6.17444392168388e-14
17,403545.213,65469.821,-62600.928,1.55191580002774e-13,3.50866892531222e-14,-3.50866892531222e-14
18,789799.101,406534.906,-217067.14,5.7213349826657e-14,1.57972456898978e-14,-1.57972456898978e-14
