time_sec,timePos_sec,timeNeg_sec,flux,flux_errPos,flux_errNeg
3585.3,48.157,-62.165,1.22853801171972e-11,2.76785673107118e-12,-2.76785673107118e-12
3664.881,23.737,-31.425,2.59280693844458e-11,5.68844880927213e-12,-5.68844880927213e-12
3727.148,36.69,-38.53,1.82376187430028e-11,4.08571868971828e-12,-4.08571868971828e-12
3836.815,34.837,-72.978,1.26717854269159e-11,2.85761247906878e-12,-2.85761247906878e-12
3904.977,34.373,-33.324,2.08684355182316e-11,4.57429111682227e-12,-4.57429111682227e-12
4005.178,57.031,-65.828,1.09980807875301e-11,2.48017538699718e-12,-2.48017538699718e-12
4105.078,32.351,-42.869,1.87826686247723e-11,4.1207949383513e-12,-4.1207949383513e-12
4195.421,59.851,-57.993,1.13022497999266e-11,2.55844542536278e-12,-2.55844542536278e-12
4292.474,30.496,-37.202,2.04141734316695e-11,4.57762611382402e-12,-4.57762611382402e-12
4353.401,32.253,-30.43,2.24600681312611e-11,5.04113177667284e-12,-5.04113177667284e-12
4432.344,48.587,-46.691,1.48605505542506e-11,3.33857292312238e-12,-3.33857292312238e-12
4534.135,42.074,-53.204,1.60898629801886e-11,3.60795300201241e-12,-3.60795300201241e-12
4622.151,44.322,-45.942,1.75894567402902e-11,3.95533063972339e-12,-3.95533063972339e-12
4723.569,40.689,-57.096,1.39887484524154e-11,3.15758629421158e-12,-3.15758629421158e-12
4903.536,141.541,-139.278,1.35231089243323e-11,2.5018480514065e-12,-2.5018480514065e-12
9376.089,109.224,-81.333,7.34641454572282e-12,1.6714431421283e-12,-1.6714431421283e-12
9576.56,106.831,-91.247,7.06411384792533e-12,1.59420184089799e-12,-1.59420184089799e-12
9771.466,92.453,-88.074,7.49273342727836e-12,1.71674220237172e-12,-1.71674220237172e-12
9945.208,51.598,-81.29,1.07887376646453e-11,2.36721662109422e-12,-2.36721662109422e-12
10071.723,62.986,-74.917,9.86319083392645e-12,2.21818986382513e-12,-2.21818986382513e-12
10195.951,66.631,-61.242,1.06164512211896e-11,2.39865483935821e-12,-2.39865483935821e-12
10346.321,81.744,-83.738,8.12817244993308e-12,1.84715379970356e-12,-1.84715379970356e-12
10514.539,106.579,-86.474,7.02280444904167e-12,1.58855427836388e-12,-1.58855427836388e-12
15049.062,109.2,-108.937,6.83860619882089e-12,1.55412336618766e-12,-1.55412336618766e-12
15296.589,102.376,-138.327,4.57016196295052e-12,1.20254661450849e-12,-1.20254661450849e-12
15525.698,113.97,-126.733,6.05233039184258e-12,1.37450085633392e-12,-1.37450085633392e-12
15819.609,95.864,-179.941,3.94007379411772e-12,1.03580925932985e-12,-1.03580925932985e-12
16116.641,205.006,-201.168,6.14091674677022e-12,1.06193899922148e-12,-1.06193899922148e-12
21852.687,153.287,-197.738,3.99582230322356e-12,1.04695203613408e-12,-1.04695203613408e-12
22169.614,232.516,-163.64,3.55451908932304e-12,9.28488683099891e-13,-9.28488683099891e-13
22766.831,387.484,-364.701,3.50416127496598e-12,6.74554504824413e-13,-6.74554504824413e-13
28163.71,415.882,-328.786,2.63624730189093e-12,5.60143262994944e-13,-5.60143262994944e-13
