,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,241.319,180.313,-75.434,2.35458788094282e-11,4.96100306957365e-12,-4.96100306957365e-12
1,3770.68,141.64,-119.122,1.15428842427658e-11,3.09573675240348e-12,-3.09573675240348e-12
2,4203.187,205.583,-290.867,6.35665847256075e-12,1.68793662858572e-12,-1.68793662858572e-12
3,4572.911,109.157,-164.141,1.12766868349546e-11,2.99249300373884e-12,-2.99249300373884e-12
4,4848.163,167.379,-166.095,9.30474599743156e-12,2.47156445213645e-12,-2.47156445213645e-12
5,5210.277,176.348,-194.735,8.26812507193612e-12,2.22176453631934e-12,-2.22176453631934e-12
6,5753.289,408.076,-366.664,7.67828685822793e-12,1.49197005986365e-12,-1.49197005986365e-12
7,9666.408,291.488,-272.659,6.18075056494733e-12,1.6426555260108e-12,-1.6426555260108e-12
8,10515.846,475.066,-557.949,2.48800817361218e-12,8.93310249175208e-13,-8.93310249175208e-13
9,11448.143,405.37,-457.231,6.96432088653179e-12,2.00314587535577e-12,-2.00314587535577e-12
10,70945.83,4077.2,-3837.612,1.07929638379923e-12,2.86663299022523e-13,-2.86663299022523e-13
11,79495.964,349.024,-495.937,1.57393452357486e-12,9.18331944523302e-13,-6.78281739850249e-13
