"time_sec","timePos_sec","timeNeg_sec","flux","flux_errPos","flux_errNeg"
73.775,1.823,-1.753,1.80047302391971e-9,2.68399168412278e-10,-2.68399040015889e-10
76.885,1.479,-1.288,2.29361030152292e-9,3.59006074605557e-10,-3.59005812417238e-10
80.104,1.466,-1.74,2.09328752105419e-9,3.12049447877026e-10,-3.12049314047007e-10
83.041,1.537,-1.472,2.07724258398478e-9,3.3328367258369e-10,-3.33283538724611e-10
85.932,1.334,-1.354,2.36437737157239e-9,3.52461091119525e-10,-3.52460960639947e-10
89.177,1.522,-1.91,1.78187920706583e-9,2.72156157817332e-10,-2.72156030059603e-10
92.469,1.544,-1.771,1.84623587270174e-9,2.81985595927429e-10,-2.81985468073884e-10
95.783,1.852,-1.77,1.72076182808813e-9,2.56516451189978e-10,-2.56516323190057e-10
99.111,2.006,-1.476,1.82222591364491e-9,2.71641913096104e-10,-2.71641782808963e-10
102.754,1.559,-1.637,2.01748690900103e-9,3.00749723259819e-10,-3.00749590874879e-10
106.11,1.483,-1.798,1.27870299807834e-9,2.42138272955069e-10,-2.42138272955069e-10
109.504,1.837,-1.911,1.72176819736712e-9,2.56666514730231e-10,-2.56666514730231e-10
113.262,1.65,-1.92,1.77022551602795e-9,2.70376019783227e-10,-2.70376019783227e-10
117.276,2.326,-2.364,1.43263481947177e-9,2.13564835644284e-10,-2.13564835644284e-10
121.824,2.4,-2.222,1.48445315858466e-9,2.32353217703794e-10,-2.32353075841186e-10
125.983,2.008,-1.759,1.16650137793221e-9,2.29222649233622e-10,-2.29222649233622e-10
129.959,1.51,-1.968,1.21839077003105e-9,2.30717362936555e-10,-2.30717362936555e-10
133.74,2.071,-2.271,1.47279271747448e-9,2.19551307345979e-10,-2.19551307345979e-10
137.692,1.548,-1.881,1.25354627720577e-9,2.37374586110601e-10,-2.37374450162681e-10
141.272,1.373,-2.032,1.91216150826822e-9,2.99299929083183e-10,-2.9929979052969e-10
144.935,1.731,-2.29,1.64747643189811e-9,2.51628096127999e-10,-2.51627957666915e-10
148.774,1.809,-2.108,1.68386479579792e-9,2.57185803836085e-10,-2.57185665950006e-10
152.674,1.924,-2.09,1.65507874169573e-9,2.46724887808906e-10,-2.46724751369345e-10
156.598,1.72,-2.,1.76841755337006e-9,2.63620486707307e-10,-2.63620352802117e-10
159.913,1.995,-1.595,1.81645442339143e-9,2.70781426453258e-10,-2.70781426453258e-10
163.996,1.876,-2.088,1.6091775332205e-9,2.45778410948288e-10,-2.45778281400316e-10
167.159,1.924,-1.287,2.03254733185302e-9,3.10441990698523e-10,-3.10441858135527e-10
170.95,2.087,-1.867,1.69965720205593e-9,2.53370319530455e-10,-2.53370185450022e-10
174.807,1.732,-1.771,1.85613807018009e-9,2.83498169861264e-10,-2.83498037814574e-10
