,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
,260.559,8.573,-8.978,3.92117180022896e-10,8.78091075014834e-11,-8.78091075014834e-11
,285.473,11.239,-16.342,2.62510155510299e-10,5.73647209843724e-11,-5.73647209843724e-11
,306.633,10.137,-9.921,3.55510040454742e-10,7.80154833193071e-11,-7.80154833193071e-11
,332.366,11.985,-15.596,2.48866226717621e-10,5.63940878273528e-11,-5.63940878273528e-11
,355.225,9.185,-10.874,3.61230594509457e-10,8.12513349718652e-11,-8.12513349718652e-11
,378.570,13.420,-14.16,2.88905821062604e-10,6.30444284686946e-11,-6.30444284686946e-11
,404.736,14.835,-12.746,2.73129416274528e-10,6.01065279177608e-11,-6.01065279177608e-11
,431.169,10.968,-11.598,3.20093259086027e-10,7.03423792030295e-11,-7.03423792030295e-11
,459.325,12.900,-17.188,2.74048180494535e-10,5.74366391969389e-11,-5.74366391969389e-11
,486.793,15.520,-14.568,2.60709453086771e-10,5.74544150174921e-11,-5.74544150174921e-11
,512.058,10.313,-9.746,3.73247501355097e-10,8.39542279759781e-11,-8.39542279759781e-11
,540.546,19.435,-18.175,2.02096999975477e-10,4.42871629987761e-11,-4.42871629987761e-11
,577.440,17.640,-17.459,3.55508088750062e-10,5.9591970359113e-11,-5.9591970359113e-11
,4163.335,11.539,-13.534,2.07188640972693e-10,4.65152919152317e-11,-4.65152919152317e-11
,4180.013,9.906,-5.138,3.39770870457158e-10,7.67961669344118e-11,-7.67961669344118e-11
,4204.537,15.470,-14.618,1.73115126746151e-10,3.79701395134277e-11,-3.79701395134277e-11
,4232.287,12.793,-12.281,1.90204675136586e-10,4.25879781738488e-11,-4.25879781738488e-11
,4264.625,15.557,-19.545,1.33880026292651e-10,3.01784742423279e-11,-3.01784742423279e-11
,4291.004,11.745,-10.821,2.25046122631979e-10,4.80968772236497e-11,-4.80968772236497e-11
,4322.019,15.832,-19.271,1.37257767410917e-10,3.00285420117892e-11,-3.00285420117892e-11
,4357.647,15.307,-19.795,1.29163622262769e-10,2.90370863356517e-11,-2.90370863356517e-11
,4388.995,11.540,-16.041,1.6857370593337e-10,3.78459664066675e-11,-3.78459664066675e-11
,4416.447,14.175,-15.913,1.57109954771777e-10,3.53196690152582e-11,-3.53196690152582e-11
,4440.899,9.782,-10.277,2.36700991266572e-10,5.30698120799846e-11,-5.30698120799846e-11
,4461.081,17.181,-10.4,1.70406718044042e-10,3.81551009324087e-11,-3.81551009324087e-11
,4501.690,19.196,-23.429,1.06618339079739e-10,2.40982252192772e-11,-2.40982252192772e-11
,4538.718,19.778,-17.832,1.27592891960941e-10,2.80573253717153e-11,-2.80573253717153e-11
,4573.407,12.670,-14.911,1.66252541142027e-10,3.75262582583256e-11,-3.75262582583256e-11
,4601.294,12.364,-15.217,1.74700002953567e-10,3.83177633587386e-11,-3.83177633587386e-11
,4633.205,15.556,-19.547,1.29221573187108e-10,2.91676901057348e-11,-2.91676901057348e-11
,4669.466,16.905,-20.705,1.29014419004484e-10,2.83699092994782e-11,-2.83699092994782e-11
,4701.245,10.198,-14.875,2.15542618399218e-10,4.51536456285617e-11,-4.51536456285617e-11
,4724.352,14.673,-12.908,1.78737956637869e-10,4.02900931647475e-11,-4.02900931647475e-11
,4756.031,15.589,-17.007,1.56493050434271e-10,3.42367384221982e-11,-3.42367384221982e-11
,4784.948,14.252,-13.328,1.87832394372444e-10,4.0290772443993e-11,-4.0290772443993e-11
,4825.987,15.837,-26.787,1.17713422110544e-10,2.57527312599794e-11,-2.57527312599794e-11
,4853.228,11.163,-11.403,2.04103168947339e-10,4.58841494832453e-11,-4.58841494832453e-11
,4882.299,22.209,-17.909,1.1436937248226e-10,2.57458200016885e-11,-2.57458200016885e-11
,4925.448,21.685,-20.94,1.13347212891482e-10,2.48928168527456e-11,-2.48928168527456e-11
,4965.679,11.542,-18.546,1.52126925335058e-10,3.4291590349695e-11,-3.4291590349695e-11
,4988.618,13.676,-11.397,1.9156084464597e-10,4.19622438045113e-11,-4.19622438045113e-11
,5017.961,9.406,-15.667,1.8468097001066e-10,4.15178721919318e-11,-4.15178721919318e-11
,5049.921,17.564,-22.554,1.41134170174896e-10,2.89378055461971e-11,-2.89378055461971e-11
,5081.953,13.112,-14.468,1.8877123209802e-10,4.03442020926253e-11,-4.03442020926253e-11
,5116.114,21.576,-21.049,1.08927017963854e-10,2.44877371431141e-11,-2.44877371431141e-11
