,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,1141.276,70.835,-89.633,1.0545949408048e-11,2.3953143577189e-12,-2.3953143577189e-12
1,1345.831,96.952,-133.72,5.40076593775987e-12,1.4314778125047e-12,-1.4314778125047e-12
2,1571.909,121.604,-129.126,4.86280045086993e-12,1.30269938545057e-12,-1.30269938545057e-12
3,1793.319,70.689,-99.807,7.42793468083849e-12,1.93793533930091e-12,-1.93793533930091e-12
4,1965.271,136.931,-101.262,5.25695602044244e-12,1.40828978410669e-12,-1.40828978410669e-12
5,2230.462,102.411,-128.26,5.66379818554523e-12,1.48543547982835e-12,-1.48543547982835e-12
6,2534.343,147.045,-201.47,4.45738989824671e-12,1.08811091129578e-12,-1.08811091129578e-12
7,6011.453,157.082,-206.477,4.10540745937621e-12,1.06563951073897e-12,-1.06563951073897e-12
8,6472.614,280.123,-304.078,2.50523143155019e-12,6.63489095581915e-13,-6.63489095581915e-13
9,7110.277,269.285,-357.54,2.48860539609015e-12,6.36326530765478e-13,-6.36326530765478e-13
10,7897.35,570.379,-517.788,2.47862917215749e-12,4.77535269060884e-13,-4.77535269060884e-13
11,11940.404,258.484,-348.283,2.22749031966432e-12,5.8597857947087e-13,-5.8597857947087e-13
12,12809.549,307.012,-610.66,1.42626973269199e-12,3.83462996407219e-13,-3.83462996407219e-13
13,13642.078,602.508,-525.518,1.5899737636184e-12,3.70205191667751e-13,-3.70205191667751e-13
14,30567.7,1045.028,-1617.725,6.08098574821014e-13,1.51505463406945e-13,-1.51505463406945e-13
15,39066.666,4121.992,-4318.488,4.61382117252506e-13,9.78554318738084e-14,-9.78554318738084e-14
16,52721.131,7795.811,-6229.737,3.02901964249947e-13,7.18838663950629e-14,-7.18838663950629e-14
17,70382.863,7473.649,-6457.406,2.98208338924581e-13,7.0745897752927e-14,-7.0745897752927e-14
18,92113.718,8902.185,-10787.156,1.68964268975292e-13,4.81083469473006e-14,-4.81083469473006e-14
19,129419.672,41016.203,-24210.179,7.54299333679363e-14,2.23763812595787e-14,-2.23763812595787e-14
20,235630.462,152724.685,-61772.637,6.51493906312266e-14,1.50005363223504e-14,-1.50005363223504e-14
21,789557.769,126858.365,-147144.184,2.6048020160451e-14,9.42529162764749e-15,-9.42529162764749e-15
