,t,pos_t_err,neg_t_err,flux,pos_flux_err,neg_flux_err
0,644.196,14.324,-15.763,7.16093522678087e-09,1.56868844644577e-09,-1.56868844644577e-09
1,675.028,13.58,-16.508,6.77761052007417e-09,1.52373940166962e-09,-1.52373940166962e-09
2,705.713,15.49,-17.105,6.2805741877121e-09,1.41199633475207e-09,-1.41199633475207e-09
3,737.279,21.534,-16.076,5.51646452144442e-09,1.2418933913167e-09,-1.2418933913167e-09
4,774.911,19.004,-16.098,6.07577636355874e-09,1.36225916011966e-09,-1.36225916011966e-09
5,820.763,18.284,-26.847,4.83440056808613e-09,1.0898227826747e-09,-1.0898227826747e-09
6,858.932,15.218,-19.885,7.01609769692552e-09,1.50320877742094e-09,-1.50320877742094e-09
7,894.707,12.037,-20.558,7.35134185189809e-09,1.61456306657454e-09,-1.61456306657454e-09
8,926.891,14.956,-20.146,6.57732230694918e-09,1.48273165898106e-09,-1.48273165898106e-09
9,959.949,19.508,-18.102,6.25084859623334e-09,1.40913451236723e-09,-1.40913451236723e-09
10,999.943,24.645,-20.487,5.29474402712389e-09,1.19685236984737e-09,-1.19685236984737e-09
11,1049.076,15.629,-24.488,7.32364258168254e-09,1.4999901413487e-09,-1.4999901413487e-09
12,1088.96,15.863,-24.255,6.20748463308822e-09,1.40126325740914e-09,-1.40126325740914e-09
13,1119.068,20.857,-14.246,7.2199568163335e-09,1.62099005003523e-09,-1.62099005003523e-09
14,1171.54,33.575,-31.616,4.37609530352601e-09,9.35280071306746e-10,-9.35280071306746e-10
15,1220.991,19.227,-15.876,7.88408618931265e-09,1.72710380209821e-09,-1.72710380209821e-09
16,1274.511,38.419,-34.293,3.74617955118227e-09,8.20645484216877e-10,-8.20645484216877e-10
17,1350.964,29.664,-38.034,3.65838396995934e-09,8.292213771083e-10,-8.292213771083e-10
18,1395.26,20.469,-14.633,6.96081601211588e-09,1.56705257618913e-09,-1.56705257618913e-09
19,1436.241,19.606,-20.511,5.95759871714934e-09,1.35221760223734e-09,-1.35221760223734e-09
20,1480.802,35.22,-24.955,3.89111903839925e-09,8.84391247440838e-10,-8.84391247440838e-10
21,1550.438,43.312,-34.415,3.25571372683822e-09,6.9840176073349e-10,-6.9840176073349e-10
22,1666.168,57.954,-72.419,2.77446900276623e-09,4.88563088799962e-10,-4.88563088799962e-10
23,5046.321,83.159,-108.952,6.90159473269236e-11,1.55463230375882e-11,-1.55463230375882e-11
24,5176.788,50.477,-47.308,9.53710555626003e-11,2.14829838366385e-11,-2.14829838366385e-11
25,5286.304,63.819,-59.039,7.47921129198458e-11,1.69098236952247e-11,-1.69098236952247e-11
26,5439.69,65.887,-89.566,6.07700506108849e-11,1.35284910670189e-11,-1.35284910670189e-11
27,5592.302,48.67,-86.725,6.90389000810987e-11,1.52967287304141e-11,-1.52967287304141e-11
28,5716.67,59.697,-75.698,6.52085876672609e-11,1.47249038612742e-11,-1.47249038612742e-11
29,5857.746,59.03,-81.379,6.151278538836e-11,1.39419029480421e-11,-1.39419029480421e-11
30,5967.989,49.08,-51.212,8.56886286236004e-11,1.92782456915695e-11,-1.92782456915695e-11
31,6073.44,36.399,-56.372,9.14214152813871e-11,2.05176012601286e-11,-2.05176012601286e-11
32,6208.114,62.193,-98.275,5.45054416376753e-11,1.21195128708495e-11,-1.21195128708495e-11
33,6341.137,97.161,-70.83,4.96739286490904e-11,1.11893977577178e-11,-1.11893977577178e-11
34,6513.614,82.645,-75.316,5.3813255678086e-11,1.1951445282833e-11,-1.1951445282833e-11
35,6717.635,59.151,-121.376,4.41632169169709e-11,9.98490828018616e-12,-9.98490828018616e-12
36,6871.175,81.123,-94.39,4.4432923107052e-11,1.01460588438312e-11,-1.01460588438312e-11
37,7042.693,90.132,-90.395,4.30606390878024e-11,9.78392387738585e-12,-9.78392387738585e-12
38,7291.93,171.845,-159.105,4.0977243534892e-11,7.01018802009014e-12,-7.01018802009014e-12
39,10854.358,150.136,-160.771,2.15022025224872e-11,5.68183093036701e-12,-5.68183093036701e-12
40,11225.649,144.913,-221.154,1.8231683177998e-11,4.80823444217819e-12,-4.80823444217819e-12
41,11490.461,98.237,-119.899,3.0959979544512e-11,8.09674258639598e-12,-8.09674258639598e-12
42,11783.42,188.897,-194.722,1.73593688538309e-11,4.58115279800171e-12,-4.58115279800171e-12
43,12200.276,138.109,-227.959,1.81722492925934e-11,4.7987895522522e-12,-4.7987895522522e-12
44,12769.923,438.486,-431.538,1.46932570087839e-11,2.82119670661116e-12,-2.82119670661116e-12
45,17583.543,771.135,-1174.041,9.01660478895522e-12,1.75345170796129e-12,-1.75345170796129e-12
46,25027.668,14985.871,-2049.465,2.22689982129724e-12,5.74778344546779e-13,-5.74778344546779e-13
47,96321.218,58557.037,-26602.324,1.76309104017887e-13,9.31301954886641e-14,-7.33726639682774e-14
