"time_sec","timePos_sec","timeNeg_sec","flux","flux_errPos","flux_errNeg"
134.756,0.595,-0.567,6.79115497292104e-9,1.03312850458763e-9,-1.0331353267836e-9
135.916,0.589,-0.565,6.96726160151001e-9,1.03861878198918e-9,-1.03862269710213e-9
137.029,0.587,-0.523,7.27605141910493e-9,1.08465058909348e-9,-1.08465664951452e-9
138.232,0.613,-0.616,6.59929066411556e-9,9.83765138917348e-10,-9.83769251702194e-10
139.464,0.607,-0.619,6.54751578145257e-9,9.96064179464421e-10,-9.96066492847687e-10
140.806,0.538,-0.735,6.4679447915116e-9,9.6418502604983e-10,-9.64185861403302e-10
141.967,0.493,-0.622,7.25938821380993e-9,1.1272152914144e-9,-1.1272157993578e-9
143.043,0.465,-0.583,8.06650740148887e-9,1.20248497424075e-9,-1.2024860026661e-9
144.107,0.538,-0.598,7.52538534045371e-9,1.12181905813036e-9,-1.12182183381607e-9
145.328,0.541,-0.683,6.93541623864367e-9,1.0338717910896e-9,-1.03387682015848e-9
146.694,0.723,-0.825,5.12440738019109e-9,7.95702163053948e-10,-7.95708123491652e-10
147.995,0.609,-0.578,6.53768316158459e-9,9.94568319344761e-10,-9.94574525437916e-10
149.194,0.575,-0.59,6.62456692471846e-9,1.00778564479078e-9,-1.00778919562798e-9
150.328,0.656,-0.559,6.45191632102406e-9,9.61795606902855e-10,-9.61797151152037e-10
151.577,0.633,-0.592,6.42346481584699e-9,9.57554253801588e-10,-9.57555339475613e-10
152.789,0.673,-0.579,6.34444934600411e-9,9.65171750182549e-10,-9.65172862612903e-10
154.057,0.642,-0.594,6.59113944314027e-9,1.0027004103126e-9,-1.00270220314626e-9
155.234,0.492,-0.535,8.0998098208825e-9,1.23221211701014e-9,-1.23221560937554e-9
156.507,0.731,-0.782,5.40456917993914e-9,8.22189323644395e-10,-8.22193901678879e-10
157.763,0.523,-0.525,7.78843706804021e-9,1.16103264397316e-9,-1.16103955857644e-9
158.92,0.57,-0.635,6.57309452504787e-9,9.99955267077003e-10,-9.99959068163942e-10
159.951,0.638,-0.461,7.13634020189398e-9,1.08564097482175e-9,-1.08564285843703e-9
161.079,0.558,-0.49,7.53241534632824e-9,1.12286699203468e-9,-1.12286870275964e-9
162.269,0.641,-0.631,6.06352938838727e-9,9.22435756194663e-10,-9.22437453494872e-10
163.3262,0.5441,-0.4166,8.25078540269211e-9,1.22995528493128e-9,-1.2299576276381e-9
164.581,0.607,-0.711,5.91510021918376e-9,9.18478453558043e-10,-9.18480037818719e-10
165.7282,0.4479,-0.5395,8.27982649058409e-9,1.23428461197669e-9,-1.23428767251529e-9
166.6151,0.5342,-0.439,8.32333697275321e-9,1.29242225609343e-9,-1.29242867327048e-9
167.952,0.712,-0.803,5.69475565070832e-9,8.48924892355297e-10,-8.48927780086619e-10
169.215,0.598,-0.551,7.61270075644151e-9,1.1581091616058e-9,-1.15811266187271e-9
170.511,0.773,-0.698,5.74207936039421e-9,8.91612402999777e-10,-8.91613947621391e-10
171.914,0.687,-0.63,6.2488436935756e-9,9.50627380881916e-10,-9.50628697363699e-10
173.25,0.746,-0.649,5.75528751384419e-9,8.57948395951259e-10,-8.57949977490008e-10
174.505,0.495,-0.51,7.85096283704421e-9,1.17035329758736e-9,-1.17035687357506e-9
175.801,0.726,-0.8,5.19736457494879e-9,7.74778114303703e-10,-7.74781240321798e-10
177.142,0.486,-0.615,7.06382962765517e-9,1.05301449668412e-9,-1.05301889690761e-9
178.139,0.676,-0.51,6.52220025673872e-9,9.72273094846537e-10,-9.72276859261493e-10
179.427,0.701,-0.612,5.76531930903402e-9,8.77069699618826e-10,-8.77073126235128e-10
180.785,0.702,-0.657,5.6130118136482e-9,8.36739165938655e-10,-8.36741485195073e-10
182.151,0.617,-0.664,6.0732248502534e-9,9.23910656055086e-10,-9.2391273704166e-10
183.375,0.597,-0.607,6.72571172643611e-9,1.02317274378798e-9,-1.02317641085633e-9
184.741,0.642,-0.769,6.09724416092813e-9,9.08924450391534e-10,-9.08930377543856e-10
186.097,0.668,-0.713,6.16866592984398e-9,9.38430204426012e-10,-9.38435461493635e-10
187.545,0.843,-0.781,5.11940668010469e-9,7.63156765698474e-10,-7.63160977310675e-10
189.026,0.725,-0.637,5.86419004264201e-9,8.74182633161666e-10,-8.74185546648409e-10
190.534,0.747,-0.783,5.05351406590488e-9,7.53333935926443e-10,-7.53335815169232e-10
192.025,0.662,-0.744,5.55455730400017e-9,8.45006731619309e-10,-8.45008337042083e-10
193.232,0.597,-0.545,7.07984313588167e-9,1.05540159904923e-9,-1.05540520221204e-9
194.607,0.679,-0.778,5.5908463707149e-9,8.50527281482476e-10,-8.50531134509703e-10
195.864,0.734,-0.577,6.26431648451575e-9,9.3383033406326e-10,-9.33839317547264e-10
197.479,0.741,-0.882,5.01591248183084e-9,7.47728802835125e-10,-7.47736714210427e-10
198.949,0.767,-0.729,5.32000645415876e-9,8.09325080977433e-10,-8.09330964864577e-10
200.583,0.831,-0.866,4.7396587842947e-9,7.06547144073339e-10,-7.06549584341059e-10
202.156,0.763,-0.742,5.25466189202091e-9,7.99383986631459e-10,-7.99386747284063e-10
203.493,0.541,-0.574,7.18759551113078e-9,1.07146449314736e-9,-1.07147065463193e-9
204.798,0.887,-0.764,4.82257076356952e-9,7.18907189923749e-10,-7.18914435783869e-10
206.453,0.857,-0.768,4.66868272353774e-9,7.24938827555347e-10,-7.24943887715803e-10
207.943,0.646,-0.633,5.8330565952762e-9,9.05739056550096e-10,-9.05742479586672e-10
209.217,0.615,-0.629,6.16464017493192e-9,9.18971128572662e-10,-9.18975306031333e-10
210.707,0.769,-0.875,4.5808216250656e-9,6.96873758695538e-10,-6.96876535169821e-10
212.302,0.82,-0.826,4.53056928980534e-9,7.0349287800616e-10,-7.03496755515946e-10
213.886,0.619,-0.764,5.63729178720181e-9,8.57593338044184e-10,-8.57604032848073e-10
